label,family,cadence,repeated,exit,final_equity,total_return,cagr,max_drawdown_pct,max_drawdown_abs,calmar,sortino,sharpe_like,ulcer_index,cvar_95_daily,time_in_drawdown_pct,avg_invested_pct,deployed_total,n_buys,n_sells,exited_early
dca24|maexit200b|monthly|1shot,dca,monthly,False,maexit200b,8664480.3,-0.133552,-0.006101,0.228997,2292549.1,-0.0266,-0.0439,-0.2146,13.3119,0.00011,0.9993,0.0062,4166666.67,10,1,True
dca24|maexit200b|monthly|rot,dca,monthly,True,maexit200b,8664480.3,-0.133552,-0.006101,0.228997,2292549.1,-0.0266,-0.0439,-0.2146,13.3119,0.00011,0.9993,0.0062,4166666.67,10,1,True
dca48|maexit200|daily|rot,dca,daily,True,maexit200,9340944.27,-0.065906,-0.002906,0.10711,1071355.24,-0.0271,-0.0504,-0.2592,6.5385,4.7e-05,0.9995,0.0026,1984126.98,200,1,True
scaled_invvol|maexit200|monthly|1shot,scaled,monthly,False,maexit200,9909337.86,-0.009066,-0.000389,0.014057,140567.58,-0.0277,-0.0565,-0.2942,0.8968,6e-06,0.9998,0.0003,240053.29,10,1,True
scaled_invvol|maexit200|monthly|rot,scaled,monthly,True,maexit200,9909337.86,-0.009066,-0.000389,0.014057,140567.58,-0.0277,-0.0565,-0.2942,0.8968,6e-06,0.9998,0.0003,240053.29,10,1,True
scaled_invvol|maexit200b|monthly|1shot,scaled,monthly,False,maexit200b,9909337.86,-0.009066,-0.000389,0.014057,140567.58,-0.0277,-0.0565,-0.2942,0.8968,6e-06,0.9998,0.0003,240053.29,10,1,True
scaled_invvol|maexit200b|monthly|rot,scaled,monthly,True,maexit200b,9909337.86,-0.009066,-0.000389,0.014057,140567.58,-0.0277,-0.0565,-0.2942,0.8968,6e-06,0.9998,0.0003,240053.29,10,1,True
dipB|maexit200|monthly|1shot,dip,monthly,False,maexit200,6478905.84,-0.352109,-0.018358,0.649634,7999881.76,-0.0283,-0.0218,-0.1139,46.8115,0.000421,0.9914,0.0248,10000000.0,2,1,True
dipB|maexit200|monthly|rot,dip,monthly,True,maexit200,6478905.84,-0.352109,-0.018358,0.649634,7999881.76,-0.0283,-0.0218,-0.1139,46.8115,0.000421,0.9914,0.0248,10000000.0,2,1,True
dipB|maexit200b|monthly|1shot,dip,monthly,False,maexit200b,6478905.84,-0.352109,-0.018358,0.649634,7999881.76,-0.0283,-0.0218,-0.1139,46.8115,0.000421,0.9914,0.0248,10000000.0,2,1,True
dipB|maexit200b|monthly|rot,dip,monthly,True,maexit200b,6478905.84,-0.352109,-0.018358,0.649634,7999881.76,-0.0283,-0.0218,-0.1139,46.8115,0.000421,0.9914,0.0248,10000000.0,2,1,True
scaled_invvol|maexit200|daily|rot,scaled,daily,True,maexit200,9910115.05,-0.008988,-0.000385,0.013615,136154.97,-0.0283,-0.0583,-0.3091,0.8926,6e-06,0.9995,0.0003,235543.51,200,1,True
trend100|maexit200|monthly|1shot,trend,monthly,False,maexit200,9918011.91,-0.008199,-0.000351,0.011313,113132.27,-0.0311,-0.0566,-0.3037,0.8156,6e-06,0.9997,0.0004,173611.11,5,1,True
trend100|maexit200|monthly|rot,trend,monthly,True,maexit200,9918011.91,-0.008199,-0.000351,0.011313,113132.27,-0.0311,-0.0566,-0.3037,0.8156,6e-06,0.9997,0.0004,173611.11,5,1,True
