label,family,cadence,repeated,exit,final_equity,total_return,cagr,max_drawdown_pct,max_drawdown_abs,calmar,sortino,sharpe_like,ulcer_index,cvar_95_daily,time_in_drawdown_pct,avg_invested_pct,deployed_total,n_buys,n_sells,exited_early
va48_0|tp100|monthly|rot,value_avg,monthly,True,tp100,695402.7,-0.93046,-0.184948,0.934997,9446685.25,-0.1978,-0.2487,-0.2408,55.5694,0.061612,0.9985,0.887,10000000.0,19,0,False
dipB|volx45|monthly|rot,dip,monthly,True,volx45,558272.4,-0.944173,-0.198566,0.951983,9630826.22,-0.2086,-0.49,-0.7351,74.7829,0.042882,0.9683,0.4556,261140724.75,99,99,False
dipA|volx45|monthly|rot,dip,monthly,True,volx45,486932.96,-0.951307,-0.206928,0.958359,9751196.45,-0.2159,-0.5086,-0.766,77.5184,0.04354,0.9683,0.4606,241178205.04,99,99,False
dca24|hold|monthly|1shot,dca,monthly,False,hold,478439.43,-0.952156,-0.207998,0.954866,9559409.93,-0.2178,-0.2964,-0.2877,66.0646,0.062896,0.9988,0.9213,10000000.0,24,0,False
dca24|tp50|monthly|1shot,dca,monthly,False,tp50,478439.43,-0.952156,-0.207998,0.954866,9559409.93,-0.2178,-0.2964,-0.2877,66.0646,0.062896,0.9988,0.9213,10000000.0,24,0,False
dca24|tp50|monthly|rot,dca,monthly,True,tp50,478439.43,-0.952156,-0.207998,0.954866,9559409.93,-0.2178,-0.2964,-0.2877,66.0646,0.062896,0.9988,0.9213,10000000.0,24,0,False
dca24|tp100|monthly|1shot,dca,monthly,False,tp100,478439.43,-0.952156,-0.207998,0.954866,9559409.93,-0.2178,-0.2964,-0.2877,66.0646,0.062896,0.9988,0.9213,10000000.0,24,0,False
dca24|tp100|monthly|rot,dca,monthly,True,tp100,478439.43,-0.952156,-0.207998,0.954866,9559409.93,-0.2178,-0.2964,-0.2877,66.0646,0.062896,0.9988,0.9213,10000000.0,24,0,False
lump|glide12|monthly|1shot,lump,monthly,False,glide12,421918.2,-0.957808,-0.215599,0.971726,9717257.05,-0.2219,-0.2762,-0.2775,84.5929,0.066318,0.9997,0.925,10000000.0,1,12,True
lump|volx45|monthly|rot,lump,monthly,True,volx45,368102.65,-0.96319,-0.223767,0.967971,9679705.21,-0.2312,-0.5555,-0.8339,81.9952,0.044381,0.9997,0.4715,194841346.93,100,100,False
dipB|hold|monthly|1shot,dip,monthly,False,hold,326994.51,-0.967301,-0.230786,0.974922,12005630.08,-0.2367,-0.3069,-0.2979,79.054,0.066138,0.9845,0.984,10000000.0,127,0,False
