label,category,initial_amount,bulk_exit_yen,bulk_exit_pct,n_trading_days,net_profit_after_tax,realized_after_tax,ending_unrealized_pnl,final_equity,annualized_return,sharpe_like,max_drawdown_equity,max_unrealized_loss,total_interest_paid,total_tax_paid,buy_trade_count,sell_trade_count,harvest_days,bulk_exit_count,avg_profit_per_harvest_day,median_profit_per_harvest_day,win_rate_closed_lots,profit_factor,max_consecutive_days_without_take_profit,max_lot_holding_days,days_underwater,pct_days_underwater,max_consecutive_underwater_days,margin_call_count,exposure_limit_hit_count,max_gross_exposure,average_gross_exposure,comfort_score
combo__init0__yen300000__pct0.2,combo,0.0,300000.0,0.2,3032,5764015.6565418085,5764015.6565418085,0,105764015.65654181,0.004668555212795189,0.3988415407771209,2704005.8181780875,2418116.8564657527,482363.8273424494,1469485.8262238419,1067,28,28,28,205857.7020193503,238694.12554108503,0.7928772258669166,7.0861641630102215,435,434,1203,0.3967678100263852,244,0,0,7199920.0,2073864.4574538257,-1.34868131571322
combo__init0__yen300000__pct0.25,combo,0.0,300000.0,0.25,3032,6026295.042160129,6026295.042160129,0,106026295.04216012,0.004875391694959541,0.41585532313588647,2704005.8181780875,2418116.8564657527,486037.32493149035,1536351.682016478,1065,27,27,27,223196.11267259737,242168.89833650776,0.7924882629107981,7.3631022375338215,435,434,1196,0.3944591029023747,244,0,0,7199920.0,2089658.2124010555,-1.250549358716187
combo__init0__yen500000__pct0.03,combo,0.0,500000.0,0.03,3032,3663585.225098875,3663585.225098875,0,103663585.22509888,0.0029949573373888594,0.4555207418303152,1171945.625794515,1171707.7134246575,146479.36263013718,942915.5241452134,1797,189,189,189,19384.048810046956,8424.693535841807,0.7835281023928771,4.163870388405176,83,83,1294,0.4267810026385224,55,0,0,5139460.0,629770.1583113456,0.3355900414570461
combo__init0__yen500000__pct0.05,combo,0.0,500000.0,0.05,3032,5041676.002718264,5041676.002718264,0,105041676.00271827,0.00409646924673801,0.5589778529123248,1171945.625794515,1171707.7134246575,211239.35824657162,1294247.8219093834,1621,112,112,112,45014.964309984505,28458.530816188024,0.8266502159161012,6.18570973370688,126,126,1276,0.420844327176781,57,0,0,5139460.0,908197.8627968337,0.4691387405509519
combo__init0__yen500000__pct0.08,combo,0.0,500000.0,0.08,3032,5941980.187564044,5941980.187564044,0,105941980.18756405,0.004808951263360228,0.44767553392621967,2534484.3207534254,2367686.3984931507,386472.0255890257,1514856.3407211348,1260,54,54,54,110036.6701400749,69613.28190072984,0.807936507936508,7.715547554530645,375,375,1284,0.4234828496042216,245,0,0,7178080.0,1661589.3486147758,-1.5420341086305152
combo__init0__yen500000__pct0.1,combo,0.0,500000.0,0.1,3032,6137013.623709602,6137013.623709602,0,106137013.6237096,0.004962564829095628,0.4368629959696611,2534484.3207534254,2367686.3984931507,458379.84778080386,1564578.4246176903,1136,40,40,40,153425.34059274005,111804.4520572213,0.835387323943662,9.15653264441116,378,378,1273,0.4198548812664908,245,0,0,7266820.0,1970748.261873351,-1.5000193893105556
combo__init0__yen500000__pct0.12,combo,0.0,500000.0,0.12,3032,6294008.434074014,6294008.434074014,0,106294008.43407401,0.005086030248887763,0.4321251591076447,2534484.3207534254,2367686.3984931507,497574.68542464444,1604602.8906094446,1067,34,34,34,185117.89511982395,163131.5300702381,0.8491096532333646,9.55186978270477,380,379,1255,0.41391820580474936,245,0,0,7365420.0,2139261.6870052773,-1.403484427151928
combo__init0__yen500000__pct0.15,combo,0.0,500000.0,0.15,3032,6381426.9413825665,6381426.9413825665,0,106381426.94138257,0.005154706328217795,0.4192768133872206,2704005.8181780875,2418116.8564657527,552044.6944657404,1626889.481259796,958,27,27,27,236349.14597713208,224615.94885572128,0.8183716075156576,9.68381637190369,439,438,1186,0.39116094986807387,244,0,0,7387830.0,2373448.848944591,-1.1714682428392769
combo__init0__yen500000__pct0.2,combo,0.0,500000.0,0.2,3032,6632491.878840107,6632491.878840107,0,106632491.8788401,0.005351655917090081,0.4305054037259078,2704005.8181780875,2418116.8564657527,568985.2475616321,1690896.3107063659,911,23,23,23,288369.2121234829,338748.65641100565,0.8155872667398463,10.109812614116114,439,438,1133,0.37368073878627966,244,0,0,7387830.0,2446282.691292876,-0.8976986885234532
combo__init0__yen500000__pct0.25,combo,0.0,500000.0,0.25,3032,6844303.309961811,6844303.309961811,0,106844303.30996181,0.005517482447637834,0.4432696135723664,2691049.1326301396,2424306.645753424,574650.9121643723,1744895.7989819192,903,21,21,21,325919.2052362767,371800.8311519103,0.8194905869324474,10.287794038847426,423,422,1126,0.3713720316622691,244,0,0,7380360.0,2470641.5253957785,-0.8448544179223776
combo__init0__yen1000000__pct0.03,combo,0.0,1000000.0,0.03,3032,3663585.225098875,3663585.225098875,0,103663585.22509888,0.0029949573373888594,0.4555207418303152,1171945.625794515,1171707.7134246575,146479.36263013718,942915.5241452134,1797,189,189,189,19384.048810046956,8424.693535841807,0.7835281023928771,4.163870388405176,83,83,1294,0.4267810026385224,55,0,0,5139460.0,629770.1583113456,0.3355900414570461
combo__init0__yen1000000__pct0.05,combo,0.0,1000000.0,0.05,3032,5041676.002718264,5041676.002718264,0,105041676.00271827,0.00409646924673801,0.5589778529123248,1171945.625794515,1171707.7134246575,211239.35824657162,1294247.8219093834,1621,112,112,112,45014.964309984505,28458.530816188024,0.8266502159161012,6.18570973370688,126,126,1276,0.420844327176781,57,0,0,5139460.0,908197.8627968337,0.4691387405509519
combo__init0__yen1000000__pct0.08,combo,0.0,1000000.0,0.08,3032,5941980.187564044,5941980.187564044,0,105941980.18756405,0.004808951263360228,0.44767553392621967,2534484.3207534254,2367686.3984931507,386472.0255890257,1514856.3407211348,1260,54,54,54,110036.6701400749,69613.28190072984,0.807936507936508,7.715547554530645,375,375,1284,0.4234828496042216,245,0,0,7178080.0,1661589.3486147758,-1.5420341086305152
combo__init0__yen1000000__pct0.1,combo,0.0,1000000.0,0.1,3032,6137013.623709602,6137013.623709602,0,106137013.6237096,0.004962564829095628,0.4368629959696611,2534484.3207534254,2367686.3984931507,458379.84778080386,1564578.4246176903,1136,40,40,40,153425.34059274005,111804.4520572213,0.835387323943662,9.15653264441116,378,378,1273,0.4198548812664908,245,0,0,7266820.0,1970748.261873351,-1.5000193893105556
combo__init0__yen1000000__pct0.12,combo,0.0,1000000.0,0.12,3032,6492283.133229016,6492283.133229016,0,106492283.13322902,0.005241720704747932,0.4457679025802578,2534484.3207534254,2367686.3984931507,500181.2744657411,1655151.306413346,1067,34,34,34,190949.50391850047,163131.5300702381,0.8509840674789129,10.871759925759244,382,382,1255,0.41391820580474936,245,0,0,7434440.0,2150468.398746702,-1.3606836396859323
combo__init0__yen1000000__pct0.15,combo,0.0,1000000.0,0.15,3032,6435100.764165991,6435100.764165991,0,106435100.764166,0.005196846911029729,0.39591127273464966,2704005.8181780875,2418116.8564657527,626556.1438355969,1640573.1571065083,878,24,24,24,268129.1985069163,222887.8442972103,0.8337129840546698,14.718629245618931,531,531,1159,0.38225593667546176,244,0,0,7814035.0,2693801.7397757256,-1.0467184812650905
combo__init0__yen1000000__pct0.2,combo,0.0,1000000.0,0.2,3032,7721745.689311539,7721745.689311539,0,107721745.68931153,0.0062012344431741084,0.44803086506336226,2704005.8181780875,2418116.8564657527,694006.6253150306,1968592.1274815074,801,19,19,19,406407.66785850207,338748.65641100565,0.8551810237203495,24.39698452738042,551,550,1275,0.4205145118733509,244,0,0,8051875.0,2983796.860158311,-1.012520607064627
combo__init0__yen1000000__pct0.25,combo,0.0,1000000.0,0.25,3032,8388106.767441878,8388106.767441878,0,108388106.76744188,0.00671709689857547,0.4687613208019413,2691049.1326301396,2424306.645753424,722178.7236711892,2138475.1079950025,772,16,16,16,524256.6729651174,488937.79497125396,0.8588082901554405,34.66644849387893,545,544,1356,0.4472295514511873,244,0,0,8043750.0,3104919.361807388,-1.109435270059557
combo__init0__yen2000000__pct0.03,combo,0.0,2000000.0,0.03,3032,3663585.225098875,3663585.225098875,0,103663585.22509888,0.0029949573373888594,0.4555207418303152,1171945.625794515,1171707.7134246575,146479.36263013718,942915.5241452134,1797,189,189,189,19384.048810046956,8424.693535841807,0.7835281023928771,4.163870388405176,83,83,1294,0.4267810026385224,55,0,0,5139460.0,629770.1583113456,0.3355900414570461
combo__init0__yen2000000__pct0.05,combo,0.0,2000000.0,0.05,3032,5041676.002718264,5041676.002718264,0,105041676.00271827,0.00409646924673801,0.5589778529123248,1171945.625794515,1171707.7134246575,211239.35824657162,1294247.8219093834,1621,112,112,112,45014.964309984505,28458.530816188024,0.8266502159161012,6.18570973370688,126,126,1276,0.420844327176781,57,0,0,5139460.0,908197.8627968337,0.4691387405509519
combo__init0__yen2000000__pct0.08,combo,0.0,2000000.0,0.08,3032,5941980.187564044,5941980.187564044,0,105941980.18756405,0.004808951263360228,0.44767553392621967,2534484.3207534254,2367686.3984931507,386472.0255890257,1514856.3407211348,1260,54,54,54,110036.6701400749,69613.28190072984,0.807936507936508,7.715547554530645,375,375,1284,0.4234828496042216,245,0,0,7178080.0,1661589.3486147758,-1.5420341086305152
combo__init0__yen2000000__pct0.1,combo,0.0,2000000.0,0.1,3032,6137013.623709602,6137013.623709602,0,106137013.6237096,0.004962564829095628,0.4368629959696611,2534484.3207534254,2367686.3984931507,458379.84778080386,1564578.4246176903,1136,40,40,40,153425.34059274005,111804.4520572213,0.835387323943662,9.15653264441116,378,378,1273,0.4198548812664908,245,0,0,7266820.0,1970748.261873351,-1.5000193893105556
combo__init0__yen2000000__pct0.12,combo,0.0,2000000.0,0.12,3032,6492283.133229016,6492283.133229016,0,106492283.13322902,0.005241720704747932,0.4457679025802578,2534484.3207534254,2367686.3984931507,500181.2744657411,1655151.306413346,1067,34,34,34,190949.50391850047,163131.5300702381,0.8509840674789129,10.871759925759244,382,382,1255,0.41391820580474936,245,0,0,7434440.0,2150468.398746702,-1.3606836396859323
combo__init0__yen2000000__pct0.15,combo,0.0,2000000.0,0.15,3032,6435100.764165991,6435100.764165991,0,106435100.764166,0.005196846911029729,0.39591127273464966,2704005.8181780875,2418116.8564657527,626556.1438355969,1640573.1571065083,878,24,24,24,268129.1985069163,222887.8442972103,0.8337129840546698,14.718629245618931,531,531,1159,0.38225593667546176,244,0,0,7814035.0,2693801.7397757256,-1.0467184812650905
combo__init0__yen2000000__pct0.2,combo,0.0,2000000.0,0.2,3032,7770163.112628576,7770163.112628576,0,107770163.11262858,0.006238815155527044,0.45091019216991046,2704005.8181780875,2418116.8564657527,699792.5146300966,1980935.7298494012,790,19,19,19,408955.9532962409,338748.65641100565,0.8544303797468354,25.8773158362381,562,562,1280,0.42216358839050133,244,0,0,8061785.0,3008672.5857519787,-1.0145885095095302
combo__init0__yen2000000__pct0.25,combo,0.0,2000000.0,0.25,3032,8550439.822347457,8550439.822347457,0,108550439.82234746,0.00684232624400094,0.4726585512909144,2691049.1326301396,2424306.645753424,770855.9366027002,2179860.5131579167,691,15,15,15,570029.3214898304,396525.8887571294,0.8885672937771346,63.9885941583877,618,618,1315,0.4337071240105541,244,0,0,8474400.0,3314201.10323219,-1.0774707572486846
combo__init0__yen5000000__pct0.03,combo,0.0,5000000.0,0.03,3032,3663585.225098875,3663585.225098875,0,103663585.22509888,0.0029949573373888594,0.4555207418303152,1171945.625794515,1171707.7134246575,146479.36263013718,942915.5241452134,1797,189,189,189,19384.048810046956,8424.693535841807,0.7835281023928771,4.163870388405176,83,83,1294,0.4267810026385224,55,0,0,5139460.0,629770.1583113456,0.3355900414570461
combo__init0__yen5000000__pct0.05,combo,0.0,5000000.0,0.05,3032,5041676.002718264,5041676.002718264,0,105041676.00271827,0.00409646924673801,0.5589778529123248,1171945.625794515,1171707.7134246575,211239.35824657162,1294247.8219093834,1621,112,112,112,45014.964309984505,28458.530816188024,0.8266502159161012,6.18570973370688,126,126,1276,0.420844327176781,57,0,0,5139460.0,908197.8627968337,0.4691387405509519
combo__init0__yen5000000__pct0.08,combo,0.0,5000000.0,0.08,3032,5941980.187564044,5941980.187564044,0,105941980.18756405,0.004808951263360228,0.44767553392621967,2534484.3207534254,2367686.3984931507,386472.0255890257,1514856.3407211348,1260,54,54,54,110036.6701400749,69613.28190072984,0.807936507936508,7.715547554530645,375,375,1284,0.4234828496042216,245,0,0,7178080.0,1661589.3486147758,-1.5420341086305152
combo__init0__yen5000000__pct0.1,combo,0.0,5000000.0,0.1,3032,6137013.623709602,6137013.623709602,0,106137013.6237096,0.004962564829095628,0.4368629959696611,2534484.3207534254,2367686.3984931507,458379.84778080386,1564578.4246176903,1136,40,40,40,153425.34059274005,111804.4520572213,0.835387323943662,9.15653264441116,378,378,1273,0.4198548812664908,245,0,0,7266820.0,1970748.261873351,-1.5000193893105556
combo__init0__yen5000000__pct0.12,combo,0.0,5000000.0,0.12,3032,6492283.133229016,6492283.133229016,0,106492283.13322902,0.005241720704747932,0.4457679025802578,2534484.3207534254,2367686.3984931507,500181.2744657411,1655151.306413346,1067,34,34,34,190949.50391850047,163131.5300702381,0.8509840674789129,10.871759925759244,382,382,1255,0.41391820580474936,245,0,0,7434440.0,2150468.398746702,-1.3606836396859323
combo__init0__yen5000000__pct0.15,combo,0.0,5000000.0,0.15,3032,6435100.764165991,6435100.764165991,0,106435100.764166,0.005196846911029729,0.39591127273464966,2704005.8181780875,2418116.8564657527,626556.1438355969,1640573.1571065083,878,24,24,24,268129.1985069163,222887.8442972103,0.8337129840546698,14.718629245618931,531,531,1159,0.38225593667546176,244,0,0,7814035.0,2693801.7397757256,-1.0467184812650905
combo__init0__yen5000000__pct0.2,combo,0.0,5000000.0,0.2,3032,7770163.112628576,7770163.112628576,0,107770163.11262858,0.006238815155527044,0.45091019216991046,2704005.8181780875,2418116.8564657527,699792.5146300966,1980935.7298494012,790,19,19,19,408955.9532962409,338748.65641100565,0.8544303797468354,25.8773158362381,562,562,1280,0.42216358839050133,244,0,0,8061785.0,3008672.5857519787,-1.0145885095095302
combo__init0__yen5000000__pct0.25,combo,0.0,5000000.0,0.25,3032,8550439.822347457,8550439.822347457,0,108550439.82234746,0.00684232624400094,0.4726585512909144,2691049.1326301396,2424306.645753424,770855.9366027002,2179860.5131579167,691,15,15,15,570029.3214898304,396525.8887571294,0.8885672937771346,63.9885941583877,618,618,1315,0.4337071240105541,244,0,0,8474400.0,3314201.10323219,-1.0774707572486846
combo__init0__yen10000000__pct0.03,combo,0.0,10000000.0,0.03,3032,3663585.225098875,3663585.225098875,0,103663585.22509888,0.0029949573373888594,0.4555207418303152,1171945.625794515,1171707.7134246575,146479.36263013718,942915.5241452134,1797,189,189,189,19384.048810046956,8424.693535841807,0.7835281023928771,4.163870388405176,83,83,1294,0.4267810026385224,55,0,0,5139460.0,629770.1583113456,0.3355900414570461
combo__init0__yen10000000__pct0.05,combo,0.0,10000000.0,0.05,3032,5041676.002718264,5041676.002718264,0,105041676.00271827,0.00409646924673801,0.5589778529123248,1171945.625794515,1171707.7134246575,211239.35824657162,1294247.8219093834,1621,112,112,112,45014.964309984505,28458.530816188024,0.8266502159161012,6.18570973370688,126,126,1276,0.420844327176781,57,0,0,5139460.0,908197.8627968337,0.4691387405509519
combo__init0__yen10000000__pct0.08,combo,0.0,10000000.0,0.08,3032,5941980.187564044,5941980.187564044,0,105941980.18756405,0.004808951263360228,0.44767553392621967,2534484.3207534254,2367686.3984931507,386472.0255890257,1514856.3407211348,1260,54,54,54,110036.6701400749,69613.28190072984,0.807936507936508,7.715547554530645,375,375,1284,0.4234828496042216,245,0,0,7178080.0,1661589.3486147758,-1.5420341086305152
combo__init0__yen10000000__pct0.1,combo,0.0,10000000.0,0.1,3032,6137013.623709602,6137013.623709602,0,106137013.6237096,0.004962564829095628,0.4368629959696611,2534484.3207534254,2367686.3984931507,458379.84778080386,1564578.4246176903,1136,40,40,40,153425.34059274005,111804.4520572213,0.835387323943662,9.15653264441116,378,378,1273,0.4198548812664908,245,0,0,7266820.0,1970748.261873351,-1.5000193893105556
combo__init0__yen10000000__pct0.12,combo,0.0,10000000.0,0.12,3032,6492283.133229016,6492283.133229016,0,106492283.13322902,0.005241720704747932,0.4457679025802578,2534484.3207534254,2367686.3984931507,500181.2744657411,1655151.306413346,1067,34,34,34,190949.50391850047,163131.5300702381,0.8509840674789129,10.871759925759244,382,382,1255,0.41391820580474936,245,0,0,7434440.0,2150468.398746702,-1.3606836396859323
combo__init0__yen10000000__pct0.15,combo,0.0,10000000.0,0.15,3032,6435100.764165991,6435100.764165991,0,106435100.764166,0.005196846911029729,0.39591127273464966,2704005.8181780875,2418116.8564657527,626556.1438355969,1640573.1571065083,878,24,24,24,268129.1985069163,222887.8442972103,0.8337129840546698,14.718629245618931,531,531,1159,0.38225593667546176,244,0,0,7814035.0,2693801.7397757256,-1.0467184812650905
combo__init0__yen10000000__pct0.2,combo,0.0,10000000.0,0.2,3032,7770163.112628576,7770163.112628576,0,107770163.11262858,0.006238815155527044,0.45091019216991046,2704005.8181780875,2418116.8564657527,699792.5146300966,1980935.7298494012,790,19,19,19,408955.9532962409,338748.65641100565,0.8544303797468354,25.8773158362381,562,562,1280,0.42216358839050133,244,0,0,8061785.0,3008672.5857519787,-1.0145885095095302
combo__init0__yen10000000__pct0.25,combo,0.0,10000000.0,0.25,3032,8550439.822347457,8550439.822347457,0,108550439.82234746,0.00684232624400094,0.4726585512909144,2691049.1326301396,2424306.645753424,770855.9366027002,2179860.5131579167,691,15,15,15,570029.3214898304,396525.8887571294,0.8885672937771346,63.9885941583877,618,618,1315,0.4337071240105541,244,0,0,8474400.0,3314201.10323219,-1.0774707572486846
combo__init500000__yen100000__pct0.03,combo,500000.0,100000.0,0.03,3032,3677066.095140725,3677066.095140725,0,103677066.09514073,0.0030057975025734596,0.4572050805161189,1171945.625794515,1171707.7134246575,146631.0946301373,946352.3551033633,1796,189,189,189,19455.37616476574,8459.712484476757,0.7834075723830735,4.175489926998018,83,83,1294,0.4267810026385224,55,0,0,5139460.0,630422.5115435356,0.3376310169164438
combo__init500000__yen100000__pct0.05,combo,500000.0,100000.0,0.05,3032,4787131.38161948,4787131.38161948,0,104787131.38161948,0.0038940126103401695,0.5331895256438864,1171945.625794515,1171707.7134246575,205074.2219725989,1229353.8772821405,1630,114,114,114,41992.38054052176,28458.530816188024,0.8226993865030675,5.619153667585004,121,120,1278,0.42150395778364114,57,0,0,5139460.0,881691.6111477573,0.4512586026146194
combo__init500000__yen100000__pct0.08,combo,500000.0,100000.0,0.08,3032,4682251.878142006,4682251.878142006,0,104682251.878142,0.0038104636142706205,0.38545201000244456,2005608.331767127,1908253.841547945,303184.95353424014,1193699.5281979658,1420,64,64,64,73160.18559596884,68853.22461563325,0.7788732394366197,4.664173538329747,245,244,1281,0.4224934036939314,220,0,0,6454120.0,1303506.738126649,-1.4622590191312514
combo__init500000__yen100000__pct0.1,combo,500000.0,100000.0,0.1,3032,4636193.363527001,4636193.363527001,0,104636193.363527,0.003773748274633393,0.38087141962906135,2005608.331767127,1908253.841547945,307477.8141917765,1181957.3091554379,1408,59,59,59,78579.54853435594,80200.6147604152,0.7720170454545454,4.618677460330378,245,244,1267,0.4178759894459103,220,0,0,6454120.0,1321963.3690633245,-1.4883905520686362
combo__init500000__yen100000__pct0.12,combo,500000.0,100000.0,0.12,3032,4652266.735682814,4652266.735682814,0,104652266.73568282,0.0037865627745801156,0.3811835708717385,2005608.331767127,1908253.841547945,309186.8701369823,1186055.0760544192,1404,56,56,56,83076.19170862169,83269.97153544502,0.7685185185185185,4.629632201175375,245,244,1261,0.41589709762532984,220,0,0,6454120.0,1329311.246701847,-1.4971585094928888
combo__init500000__yen100000__pct0.15,combo,500000.0,100000.0,0.15,3032,4704979.900000822,4704979.900000822,0,104704979.90000083,0.0038285756981473185,0.3850506179004971,2005608.331767127,1908253.841547945,311415.30652054376,1199493.8403528482,1395,51,51,51,92254.50784315336,90629.47881924507,0.7684587813620072,4.688961170384983,245,244,1247,0.4112796833773087,220,0,0,6454120.0,1338892.1372031663,-1.4960476390474082
combo__init500000__yen100000__pct0.2,combo,500000.0,100000.0,0.2,3032,4811395.1307409825,4811395.1307409825,0,104811395.13074099,0.003913330650548996,0.39348170632350243,2005608.331767127,1908253.841547945,312797.51616437966,1226623.4809688532,1393,49,49,49,98191.73736206087,90629.47881924507,0.7681263460157932,4.772396522391046,245,244,1246,0.4109498680738786,220,0,0,6454120.0,1344834.7790237467,-1.4819409571195752
combo__init500000__yen100000__pct0.25,combo,500000.0,100000.0,0.25,3032,4831109.414355611,4831109.414355611,0,104831109.4143556,0.003929023529216424,0.3950129525096258,2005608.331767127,1908253.841547945,313012.6198356124,1231649.4666829926,1394,47,47,47,102789.5620075662,90858.01895778083,0.7682926829268293,4.787853597299338,245,244,1244,0.4102902374670185,220,0,0,6454120.0,1345759.5910290238,-1.4804416958853448
combo__init500000__yen300000__pct0.03,combo,500000.0,300000.0,0.03,3032,3677066.095140725,3677066.095140725,0,103677066.09514073,0.0030057975025734596,0.4572050805161189,1171945.625794515,1171707.7134246575,146631.0946301373,946352.3551033633,1796,189,189,189,19455.37616476574,8459.712484476757,0.7834075723830735,4.175489926998018,83,83,1294,0.4267810026385224,55,0,0,5139460.0,630422.5115435356,0.3376310169164438
combo__init500000__yen300000__pct0.05,combo,500000.0,300000.0,0.05,3032,5093651.461120783,5093651.461120783,0,105093651.46112078,0.00413775355132584,0.5647787010594824,1171945.625794515,1171707.7134246575,211432.96827396893,1307498.5144794676,1620,112,112,112,45479.030902864135,28692.798979959625,0.8265432098765432,6.239094827239113,126,126,1276,0.420844327176781,57,0,0,5139460.0,909030.2655013193,0.47725992166250747
combo__init500000__yen300000__pct0.08,combo,500000.0,300000.0,0.08,3032,5852411.973419639,5852411.973419639,0,105852411.97341964,0.004738318035391043,0.4414793852457429,2534484.3207534254,2367686.3984931507,385815.3435068334,1492021.7009477317,1259,54,54,54,108377.99950777109,69613.28190072984,0.8061953931691819,7.308559527570815,375,375,1284,0.4234828496042216,245,0,0,7178080.0,1658766.0240765172,-1.5565236104725109
combo__init500000__yen300000__pct0.1,combo,500000.0,300000.0,0.1,3032,5966333.332657634,5966333.332657634,0,105966333.33265764,0.004828146613835793,0.4387123257464647,2534484.3207534254,2367686.3984931507,419585.7284931371,1521064.9639573307,1182,44,44,44,135598.48483312805,111804.4520572213,0.8282571912013537,7.517437239569644,376,375,1253,0.41325857519788917,245,0,0,7178080.0,1803957.6764511873,-1.5175154201260068
combo__init500000__yen300000__pct0.12,combo,500000.0,300000.0,0.12,3032,5705756.381533535,5705756.381533535,0,105705756.38153353,0.004622547462802551,0.40158565448082145,2534484.3207534254,2367686.3984931507,463950.35649313574,1454633.1290814301,1102,36,36,36,158493.23282037597,163131.5300702381,0.8185117967332124,7.306355296205802,376,375,1246,0.4109498680738786,245,0,0,7178080.0,1994697.9848284961,-1.5332422300833792
combo__init500000__yen300000__pct0.15,combo,500000.0,300000.0,0.15,3032,5669568.341745573,5669568.341745573,0,105669568.34174557,0.004593957811627414,0.3924955891422583,2704005.8181780875,2418116.8564657527,476987.3563287531,1445407.3020337743,1078,32,32,32,177174.01067954916,206555.74951347057,0.7922077922077922,7.164227674176264,435,434,1205,0.39742744063324537,244,0,0,7199920.0,2050748.9759234828,-1.4504246158676684
combo__init500000__yen300000__pct0.2,combo,500000.0,300000.0,0.2,3032,5839295.005692865,5839295.005692865,0,105839295.00569287,0.004727969433643731,0.4040883198988212,2704005.8181780875,2418116.8564657527,482601.562684915,1488677.64373032,1066,28,28,28,208546.2502033166,238694.12554108503,0.7926829268292683,7.165650844573603,435,434,1203,0.3967678100263852,244,0,0,7199920.0,2074886.5715699208,-1.329991795671688
combo__init500000__yen300000__pct0.25,combo,500000.0,300000.0,0.25,3032,6119884.23536968,6119884.23536968,0,106119884.23536968,0.004949083635215512,0.42235393435703167,2704005.8181780875,2418116.8564657527,486542.6301917635,1560211.4355466533,1064,27,27,27,226662.37908776593,242168.89833650776,0.7922932330827067,7.461922092943228,435,434,1196,0.3944591029023747,244,0,0,7199920.0,2091830.710751979,-1.2267194154191992
combo__init500000__yen500000__pct0.03,combo,500000.0,500000.0,0.03,3032,3677066.095140725,3677066.095140725,0,103677066.09514073,0.0030057975025734596,0.4572050805161189,1171945.625794515,1171707.7134246575,146631.0946301373,946352.3551033633,1796,189,189,189,19455.37616476574,8459.712484476757,0.7834075723830735,4.175489926998018,83,83,1294,0.4267810026385224,55,0,0,5139460.0,630422.5115435356,0.3376310169164438
combo__init500000__yen500000__pct0.05,combo,500000.0,500000.0,0.05,3032,5093651.461120783,5093651.461120783,0,105093651.46112078,0.00413775355132584,0.5647787010594824,1171945.625794515,1171707.7134246575,211432.96827396893,1307498.5144794676,1620,112,112,112,45479.030902864135,28692.798979959625,0.8265432098765432,6.239094827239113,126,126,1276,0.420844327176781,57,0,0,5139460.0,909030.2655013193,0.47725992166250747
combo__init500000__yen500000__pct0.08,combo,500000.0,500000.0,0.08,3032,5993955.645966563,5993955.645966563,0,105993955.64596656,0.004849913854636068,0.45163631295640716,2534484.3207534254,2367686.3984931507,386665.6356164228,1528107.033291219,1259,54,54,54,110999.17862901044,69613.28190072984,0.8077839555202542,7.7742895313721645,375,375,1284,0.4234828496042216,245,0,0,7178080.0,1662421.7513192613,-1.5332607871556498
combo__init500000__yen500000__pct0.1,combo,500000.0,500000.0,0.1,3032,6188989.082112121,6188989.082112121,0,106188989.08211212,0.005003458416716011,0.44060629254361694,2534484.3207534254,2367686.3984931507,458573.45780820097,1577829.1171877745,1135,40,40,40,154724.72705280303,111804.4520572213,0.8352422907488987,9.225611768096098,378,378,1273,0.4198548812664908,245,0,0,7266820.0,1971580.6645778364,-1.4897791604362847
combo__init500000__yen500000__pct0.12,combo,500000.0,500000.0,0.12,3032,6345983.892476533,6345983.892476533,0,106345983.89247653,0.005126868467360657,0.43573631731426404,2534484.3207534254,2367686.3984931507,497768.2954520415,1617853.5831795288,1066,34,34,34,186646.5850728392,163131.5300702381,0.848968105065666,9.622490493943156,380,379,1255,0.41391820580474936,245,0,0,7365420.0,2140094.0897097625,-1.3922298191802323
combo__init500000__yen500000__pct0.15,combo,500000.0,500000.0,0.15,3032,6433402.3997850865,6433402.3997850865,0,106433402.39978509,0.005195513783687655,0.4227316046392784,2704005.8181780875,2418116.8564657527,552238.3044931372,1640140.1738298803,957,27,27,27,238274.1629550032,224615.94885572128,0.8181818181818182,9.754544336159785,439,438,1186,0.39116094986807387,244,0,0,7387830.0,2374281.2516490766,-1.1583883666978634
combo__init500000__yen500000__pct0.2,combo,500000.0,500000.0,0.2,3032,6707771.227991161,6707771.227991161,0,106707771.22799116,0.005410626459329881,0.4354493263304381,2704005.8181780875,2418116.8564657527,569222.9829040975,1710088.128212844,910,23,23,23,291642.2273039635,338748.65641100565,0.8153846153846154,10.21320976514266,439,438,1133,0.37368073878627966,244,0,0,7387830.0,2447304.805408971,-0.8763896900165198
combo__init500000__yen500000__pct0.25,combo,500000.0,500000.0,0.25,3032,6937892.50317136,6937892.50317136,0,106937892.50317135,0.005590657150070344,0.44939355316241447,2691049.1326301396,2424306.645753424,575156.2174246458,1768755.5525120946,902,21,21,21,330375.83348435047,371800.8311519103,0.8192904656319291,10.41479559202626,423,422,1126,0.3713720316622691,244,0,0,7380360.0,2472814.023746702,-0.8387304783323295
combo__init500000__yen1000000__pct0.03,combo,500000.0,1000000.0,0.03,3032,3677066.095140725,3677066.095140725,0,103677066.09514073,0.0030057975025734596,0.4572050805161189,1171945.625794515,1171707.7134246575,146631.0946301373,946352.3551033633,1796,189,189,189,19455.37616476574,8459.712484476757,0.7834075723830735,4.175489926998018,83,83,1294,0.4267810026385224,55,0,0,5139460.0,630422.5115435356,0.3376310169164438
