label,category,initial_amount,bulk_exit_yen,bulk_exit_pct,n_trading_days,net_profit_after_tax,realized_after_tax,ending_unrealized_pnl,final_equity,annualized_return,sharpe_like,max_drawdown_equity,max_unrealized_loss,total_interest_paid,total_tax_paid,buy_trade_count,sell_trade_count,harvest_days,bulk_exit_count,avg_profit_per_harvest_day,median_profit_per_harvest_day,win_rate_closed_lots,profit_factor,max_consecutive_days_without_take_profit,max_lot_holding_days,days_underwater,pct_days_underwater,max_consecutive_underwater_days,margin_call_count,exposure_limit_hit_count,max_gross_exposure,average_gross_exposure,comfort_score
combo__init0__yen300000__pct0.25,combo,0.0,300000.0,0.25,3032,12827888.5941655,12827888.5941655,0,112827888.5941655,0.010081724042974027,0.38023184585575254,5947875.316452056,5785222.411999999,871960.3713972504,3270358.9984372486,984,42,42,42,305425.9189087024,299020.8545579177,0.7794715447154471,7.00903830683207,532,531,1401,0.4620712401055409,346,0,143,13347880.0,3748887.2922163587,-1.7270136204926165
combo__init0__yen500000__pct0.03,combo,0.0,500000.0,0.03,3032,10273853.029888274,10273853.029888274,0,110273853.02988827,0.008161342007451111,0.3447091434947853,4596075.667013705,4596075.667013698,571965.5924931535,2668263.430618593,1276,144,144,144,71346.20159644635,24856.483773118944,0.7931034482758621,5.785894094984307,102,102,1354,0.4465699208443272,85,0,117,12848050.0,2459096.3209102903,0.18712721434086088
combo__init0__yen500000__pct0.05,combo,0.0,500000.0,0.05,3032,13218159.390685383,13218159.390685383,0,113218159.39068538,0.010371651763903644,0.3822525048442673,6416700.215780824,6223001.412452055,856803.8133698463,3369855.1549447654,1069,75,75,75,176242.12520913844,115318.91600690004,0.8475210477081384,8.52228303244593,331,331,1527,0.5036279683377308,247,0,149,13828800.0,3683723.5191292875,-1.2702382344406933
combo__init0__yen500000__pct0.08,combo,0.0,500000.0,0.08,3032,12884341.649387933,12884341.649387933,0,112884341.64938793,0.010123719203774417,0.34418354599784284,6416700.215780824,6223001.412452055,1003243.9361095753,3284751.2155024884,920,47,47,47,274134.92871038156,256785.69286721258,0.8239130434782609,7.979648904338575,476,475,1488,0.49076517150395776,346,0,175,14036500.0,4313324.970316622,-1.9159690709938684
combo__init0__yen500000__pct0.1,combo,0.0,500000.0,0.1,3032,13194759.639700526,13194759.639700526,0,113194759.63970053,0.01035429419911238,0.35125962293507623,6416700.215780824,6223001.412452055,1022653.2020273826,3363889.591272085,907,42,42,42,314160.9438023935,337775.7236502415,0.8302094818081588,8.199100296550437,476,475,1461,0.48186015831134565,346,0,177,14036500.0,4396772.742414248,-1.815352598030707
combo__init0__yen500000__pct0.12,combo,0.0,500000.0,0.12,3032,12656765.704100665,12656765.704100665,0,112656765.70410067,0.009954308720226068,0.33695143212953305,6416700.215780824,6223001.412452055,1037228.7869040974,3226732.700995231,900,38,38,38,333072.7816868596,363290.9082702156,0.8255555555555556,7.3303715929907955,476,475,1452,0.4788918205804749,346,0,179,14036500.0,4459438.692282322,-1.8707557756436377
combo__init0__yen500000__pct0.15,combo,0.0,500000.0,0.15,3032,12918626.541123668,12918626.541123668,0,112918626.54112367,0.010149214175138255,0.340602863248209,6416929.80742465,6222086.02520548,1067403.973424646,3293491.851451681,876,35,35,35,369103.6154606762,415604.75678087666,0.8002283105022832,7.789629375561124,551,550,1437,0.47394459102902375,346,0,180,14036500.0,4589173.2272427445,-1.8897626558706082
combo__init0__yen500000__pct0.2,combo,0.0,500000.0,0.2,3032,13321996.982397921,13321996.982397921,0,113321996.98239791,0.01044863718305522,0.3506662927724334,6416929.80742465,6222086.02520548,1070567.9887671063,3396327.648834959,871,32,32,32,416312.40569993504,427715.9259259696,0.8025258323765786,7.953054983426453,551,550,1426,0.4703166226912929,346,0,180,14036500.0,4602776.525395778,-1.9063153213331914
combo__init0__yen500000__pct0.25,combo,0.0,500000.0,0.25,3032,13344711.561964858,13344711.561964858,0,113344711.56196485,0.010465469200210409,0.3514003447388014,6416929.80742465,6222086.02520548,1073154.8090410775,3402118.5339940516,860,31,31,31,430474.5665149954,432833.6875682204,0.8034883720930233,8.113115525377616,535,534,1421,0.46866754617414247,346,0,180,14036500.0,4613898.243733509,-1.9131340398153718
combo__init0__yen1000000__pct0.03,combo,0.0,1000000.0,0.03,3032,10273853.029888274,10273853.029888274,0,110273853.02988827,0.008161342007451111,0.3447091434947853,4596075.667013705,4596075.667013698,571965.5924931535,2668263.430618593,1276,144,144,144,71346.20159644635,24856.483773118944,0.7931034482758621,5.785894094984307,102,102,1354,0.4465699208443272,85,0,117,12848050.0,2459096.3209102903,0.18712721434086088
combo__init0__yen1000000__pct0.05,combo,0.0,1000000.0,0.05,3032,13218159.390685383,13218159.390685383,0,113218159.39068538,0.010371651763903644,0.3822525048442673,6416700.215780824,6223001.412452055,856803.8133698463,3369855.1549447654,1069,75,75,75,176242.12520913844,115318.91600690004,0.8475210477081384,8.52228303244593,331,331,1527,0.5036279683377308,247,0,149,13828800.0,3683723.5191292875,-1.2702382344406933
combo__init0__yen1000000__pct0.08,combo,0.0,1000000.0,0.08,3032,13573665.482197197,13573665.482197197,0,113573665.4821972,0.010634956749129731,0.3436198628982405,6416700.215780824,6223001.412452055,1230672.8015342639,3460488.3512685695,756,42,42,42,323182.5114808857,277237.7789307965,0.8293650793650794,13.104809271666625,491,491,1589,0.5240765171503958,346,0,262,14291100.0,5291127.645118734,-1.9496414345846933
combo__init0__yen1000000__pct0.1,combo,0.0,1000000.0,0.1,3032,15247547.012269123,15247547.012269123,0,115247547.01226912,0.011864647530620553,0.3736528485919801,6416700.215780824,6223001.412452055,1374676.3934246686,3887229.937306233,653,34,34,34,448457.2650667389,351926.02965302597,0.8315467075038285,21.193444904819,567,567,1516,0.5,346,0,301,14485400.0,5910253.529023747,-1.9473788974397657
combo__init0__yen1000000__pct0.12,combo,0.0,1000000.0,0.12,3032,11895514.579982372,11895514.579982372,0,111895514.57998237,0.009385334165414427,0.28531982666280353,6420234.930217877,6223001.412452055,1543237.3412054859,3032658.3258121586,553,25,25,25,475820.58319929487,415604.75678087666,0.8028933092224232,14.780476667577444,572,572,1591,0.524736147757256,346,0,348,14485400.0,6634960.770118734,-2.2224203626407104
combo__init0__yen1000000__pct0.15,combo,0.0,1000000.0,0.15,3032,12505538.159675818,12505538.159675818,0,112505538.15967582,0.009841559355211027,0.29666839365579306,6420234.930217877,6223001.412452055,1563538.137863013,3188178.5494611803,534,22,22,22,568433.5527125372,729197.8280162446,0.7921348314606742,18.22715163321218,634,633,1565,0.5161609498680739,346,0,347,14485400.0,6722241.569920844,-2.2228462019801745
combo__init0__yen1000000__pct0.2,combo,0.0,1000000.0,0.2,3032,13124266.06225179,13124266.06225179,0,113124266.06225179,0.010301983287519967,0.3115198878915134,6420234.930217877,6223001.412452055,1544120.265972602,3345917.8647756176,538,19,19,19,690750.8453816731,784183.220277278,0.7992565055762082,18.84274018560718,634,633,1545,0.5095646437994723,346,0,339,14485400.0,6638756.797493404,-2.225705789538649
combo__init0__yen1000000__pct0.25,combo,0.0,1000000.0,0.25,3032,13486462.272406258,13486462.272406258,0,113486462.27240625,0.010570439861685266,0.31964984778627986,6420234.930217877,6223001.412452055,1545622.5507397254,3438256.6488540266,527,18,18,18,749247.9040225699,825587.9233074014,0.7988614800759013,20.531754909515342,618,617,1540,0.5079155672823219,346,0,339,14485400.0,6645215.687664907,-2.2251286000924315
combo__init0__yen2000000__pct0.03,combo,0.0,2000000.0,0.03,3032,10273853.029888274,10273853.029888274,0,110273853.02988827,0.008161342007451111,0.3447091434947853,4596075.667013705,4596075.667013698,571965.5924931535,2668263.430618593,1276,144,144,144,71346.20159644635,24856.483773118944,0.7931034482758621,5.785894094984307,102,102,1354,0.4465699208443272,85,0,117,12848050.0,2459096.3209102903,0.18712721434086088
combo__init0__yen2000000__pct0.05,combo,0.0,2000000.0,0.05,3032,13218159.390685383,13218159.390685383,0,113218159.39068538,0.010371651763903644,0.3822525048442673,6416700.215780824,6223001.412452055,856803.8133698463,3369855.1549447654,1069,75,75,75,176242.12520913844,115318.91600690004,0.8475210477081384,8.52228303244593,331,331,1527,0.5036279683377308,247,0,149,13828800.0,3683723.5191292875,-1.2702382344406933
combo__init0__yen2000000__pct0.08,combo,0.0,2000000.0,0.08,3032,13573665.482197197,13573665.482197197,0,113573665.4821972,0.010634956749129731,0.3436198628982405,6416700.215780824,6223001.412452055,1230672.8015342639,3460488.3512685695,756,42,42,42,323182.5114808857,277237.7789307965,0.8293650793650794,13.104809271666625,491,491,1589,0.5240765171503958,346,0,262,14291100.0,5291127.645118734,-1.9496414345846933
combo__init0__yen2000000__pct0.1,combo,0.0,2000000.0,0.1,3032,14478338.605124464,14478338.605124464,0,114478338.60512446,0.011301608351479864,0.34542494974209814,6416700.215780824,6223001.412452055,1504468.4460821927,3691126.921793355,606,30,30,30,482611.2868374821,440012.5421346753,0.8415841584158416,22.981394425148878,567,567,1593,0.5253957783641161,346,0,315,14994600.0,6468278.632915568,-2.101794131381996
combo__init0__yen2000000__pct0.12,combo,0.0,2000000.0,0.12,3032,13169550.970249938,13169550.970249938,0,113169550.97024994,0.010335591125582466,0.31117666552080214,6416700.215780824,6223001.412452055,1581784.5392328845,3357462.8595171915,534,24,24,24,548731.2904270807,475712.92903806176,0.8445692883895131,25.191648307234423,572,572,1578,0.5204485488126649,346,0,360,14994600.0,6800689.747691293,-2.1962007269489385
combo__init0__yen2000000__pct0.15,combo,0.0,2000000.0,0.15,3032,13380007.885941638,13380007.885941638,0,113380007.88594164,0.01049161843852886,0.308948080353271,6416700.215780824,6223001.412452055,1688607.4512328901,3411117.025825491,431,18,18,18,743333.7714412021,758616.8931966472,0.8538283062645011,61.15709515981241,637,637,1589,0.5240765171503958,346,0,399,15885700.0,7259961.832124011,-2.2843132171296623
combo__init0__yen2000000__pct0.2,combo,0.0,2000000.0,0.2,3032,15377166.300285488,15377166.300285488,0,115377166.30028549,0.01195918585124156,0.34113515981784137,6709064.6870958805,6223001.412452055,1789949.7855342443,3920275.2511802684,398,13,13,13,1182858.9461758067,1586789.0226344918,0.9296482412060302,883.2330315446649,641,641,1676,0.5527704485488126,346,0,415,16031560.0,7695670.841029024,-2.4007079318603424
combo__init0__yen2000000__pct0.25,combo,0.0,2000000.0,0.25,3032,16424405.718831135,16424405.718831135,0,116424405.71883114,0.012719442069039077,0.36072272973505076,6832790.585378185,6223001.412452055,1793325.6872328708,4187259.862935993,387,12,12,12,1368700.4765692612,1797094.5268491944,0.9612403100775194,3956.528313960648,627,626,1671,0.5511213720316622,346,0,415,16031560.0,7710185.118733509,-2.3886731323916823
combo__init0__yen5000000__pct0.03,combo,0.0,5000000.0,0.03,3032,10273853.029888274,10273853.029888274,0,110273853.02988827,0.008161342007451111,0.3447091434947853,4596075.667013705,4596075.667013698,571965.5924931535,2668263.430618593,1276,144,144,144,71346.20159644635,24856.483773118944,0.7931034482758621,5.785894094984307,102,102,1354,0.4465699208443272,85,0,117,12848050.0,2459096.3209102903,0.18712721434086088
combo__init0__yen5000000__pct0.05,combo,0.0,5000000.0,0.05,3032,13218159.390685383,13218159.390685383,0,113218159.39068538,0.010371651763903644,0.3822525048442673,6416700.215780824,6223001.412452055,856803.8133698463,3369855.1549447654,1069,75,75,75,176242.12520913844,115318.91600690004,0.8475210477081384,8.52228303244593,331,331,1527,0.5036279683377308,247,0,149,13828800.0,3683723.5191292875,-1.2702382344406933
combo__init0__yen5000000__pct0.08,combo,0.0,5000000.0,0.08,3032,13573665.482197197,13573665.482197197,0,113573665.4821972,0.010634956749129731,0.3436198628982405,6416700.215780824,6223001.412452055,1230672.8015342639,3460488.3512685695,756,42,42,42,323182.5114808857,277237.7789307965,0.8293650793650794,13.104809271666625,491,491,1589,0.5240765171503958,346,0,262,14291100.0,5291127.645118734,-1.9496414345846933
combo__init0__yen5000000__pct0.1,combo,0.0,5000000.0,0.1,3032,14478338.605124464,14478338.605124464,0,114478338.60512446,0.011301608351479864,0.34542494974209814,6416700.215780824,6223001.412452055,1504468.4460821927,3691126.921793355,606,30,30,30,482611.2868374821,440012.5421346753,0.8415841584158416,22.981394425148878,567,567,1593,0.5253957783641161,346,0,315,14994600.0,6468278.632915568,-2.101794131381996
