combo,n_components,tp_pct,n_trades,n_signals_raw,hit_rate,avg_days_to_tp,avg_win_return,failure_mean,failure_median,avg_mfe,avg_mae,expected_value
RSI<40 + 52W<20,2,5,5,30,100.0000,36.8000,6.5807,0.0000,0.0000,6.8686,-3.3501,6.5807
RSI<40 + BB<10 + 52W<20,3,5,5,27,100.0000,36.8000,6.5807,0.0000,0.0000,6.8686,-3.3501,6.5807
RSI<40 + BB<20 + 52W<20,3,5,5,29,100.0000,36.8000,6.5807,0.0000,0.0000,6.8686,-3.3501,6.5807
RSI<40 + 52W<30 + RET5<-3,3,10,4,32,75.0000,17.0000,9.8935,-3.3643,-3.3643,9.8557,-5.1334,6.5790
BB<10 + 52W<30 + DD<=-10,3,10,4,30,75.0000,20.0000,9.8253,-3.2176,-3.2176,10.1289,-4.5804,6.5646
52W<20 + STREAK>=5 + vsMA75<-5,3,5,3,22,100.0000,10.0000,6.5392,0.0000,0.0000,6.8242,-2.9767,6.5392
52W<30 + vsMA25<-5,2,10,4,20,75.0000,20.0000,9.8253,-3.3643,-3.3643,9.7735,-4.8731,6.5279
52W<20 + RET20<-5,2,5,5,23,100.0000,34.0000,6.5079,0.0000,0.0000,6.6999,-2.6985,6.5079
52W<30 + 52W<20 + RET20<-5,3,5,5,23,100.0000,34.0000,6.5079,0.0000,0.0000,6.6999,-2.6985,6.5079
52W<20,1,5,5,52,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
52W<30 + 52W<20 + RET5<-3,3,5,5,22,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<10 + 52W<20 + RET5<-3,3,5,5,20,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<20 + 52W<30 + 52W<20,3,5,5,37,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<10 + 52W<30 + 52W<20,3,5,5,30,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
52W<30 + 52W<20,2,5,5,52,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<10 + 52W<20,2,5,5,30,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<20 + 52W<20 + RET5<-3,3,5,5,21,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
52W<20 + RET5<-3,2,5,5,22,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<20 + BB<10 + 52W<20,3,5,5,30,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
BB<20 + 52W<20,2,5,5,37,100.0000,39.6000,6.5066,0.0000,0.0000,6.7941,-3.4169,6.5066
52W<30,1,10,5,123,80.0000,48.2500,9.9221,-7.4353,-7.4353,10.1785,-4.9452,6.4506
RSI<35 + DD<=-10 + RET5<-3,3,15,3,26,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
RSI<35 + DD<=-10 + vsMA25<-5,3,15,3,20,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
BB<10 + DD<=-10 + RET5<-3,3,15,3,37,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
BB<10 + DD<=-10 + vsMA25<-5,3,15,3,21,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
BB<20 + DD<=-10 + vsMA25<-5,3,15,3,25,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
BB<20 + DD<=-10 + RET5<-3,3,15,3,42,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
DD<=-10 + RET5<-3 + vsMA25<-5,3,15,3,23,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
RSI<40 + BB<20 + DD<=-10,3,15,3,60,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
DD<=-10 + RET5<-3,2,15,3,52,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
DD<=-10 + vsMA25<-5,2,15,3,29,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
RSI<35 + BB<20 + DD<=-10,3,15,3,36,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
RSI<40 + BB<10 + DD<=-10,3,15,3,47,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
RSI<35 + RSI<40 + DD<=-10,3,15,3,38,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
DD<=-10,1,15,3,208,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
BB<20 + DD<=-10,2,15,3,75,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
RSI<40 + DD<=-10,2,15,3,69,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
RSI<35 + DD<=-10,2,15,3,38,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
RSI<40 + DD<=-10 + vsMA25<-5,3,15,3,26,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
BB<20 + BB<10 + DD<=-10,3,15,3,53,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
RSI<35 + BB<10 + DD<=-10,3,15,3,30,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
RSI<40 + DD<=-10 + RET5<-3,3,15,3,40,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
BB<10 + DD<=-10,2,15,3,53,33.3333,97.0000,15.1455,2.0383,2.0383,11.6993,-10.8876,6.4073
52W<30 + DD<=-15 + RET20<-5,3,5,4,21,100.0000,8.2500,6.3948,0.0000,0.0000,6.8562,-2.8451,6.3948
RSI<35 + RET20<-5 + vsMA25<-5,3,15,4,21,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
RET20<-5 + RET5<-3 + vsMA25<-5,3,15,4,25,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
BB<10 + RET20<-5 + vsMA25<-5,3,15,4,23,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
RSI<40 + RET20<-5 + vsMA25<-5,3,15,4,28,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
RET20<-5 + vsMA25<-5,2,15,4,31,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
BB<20 + RET20<-5 + vsMA25<-5,3,15,4,27,50.0000,80.5000,15.4525,-2.6676,-2.6676,13.5826,-8.0227,6.3924
RSI<35 + RET5<-3 + vsMA25<-5,3,15,4,23,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<40 + BB<20 + vsMA25<-5,3,15,4,30,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<10 + RET5<-3 + vsMA25<-5,3,15,4,25,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RET5<-3 + vsMA25<-5,2,15,4,28,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<20 + BB<10 + vsMA25<-5,3,15,4,26,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<40 + RET5<-3 + vsMA25<-5,3,15,4,28,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<40 + vsMA25<-5,2,15,4,31,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<35 + BB<10 + vsMA25<-5,3,15,4,24,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<20 + vsMA25<-5,2,15,4,30,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<35 + BB<20 + vsMA25<-5,3,15,4,24,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<20 + RET5<-3 + vsMA25<-5,3,15,4,28,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<40 + BB<10 + vsMA25<-5,3,15,4,26,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
vsMA25<-5,1,15,4,34,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<35 + RSI<40 + vsMA25<-5,3,15,4,24,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<10 + vsMA25<-5,2,15,4,26,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
RSI<35 + vsMA25<-5,2,15,4,24,50.0000,80.5000,15.4525,-2.7410,-2.7410,13.2273,-8.3155,6.3558
BB<20 + BB<10 + RET5<-3,3,20,4,67,50.0000,169.5000,20.1603,-7.4517,-7.4517,14.7125,-11.6742,6.3543
BB<10 + RET5<-3,2,20,4,67,50.0000,169.5000,20.1603,-7.4517,-7.4517,14.7125,-11.6742,6.3543
BB<20 + RET5<-3,2,20,4,77,50.0000,169.5000,20.1603,-7.4517,-7.4517,14.7125,-11.6742,6.3543
52W<30 + DD<=-15,2,5,5,26,100.0000,12.2000,6.3319,0.0000,0.0000,6.6907,-3.0911,6.3319
52W<30 + DD<=-10 + DD<=-15,3,5,5,26,100.0000,12.2000,6.3319,0.0000,0.0000,6.6907,-3.0911,6.3319
52W<30 + 52W<20 + STREAK>=5,3,5,5,25,100.0000,12.2000,6.2775,0.0000,0.0000,6.4826,-1.9729,6.2775
52W<20 + STREAK>=5,2,5,5,25,100.0000,12.2000,6.2775,0.0000,0.0000,6.4826,-1.9729,6.2775
52W<20 + DD<=-10 + STREAK>=5,3,5,5,25,100.0000,12.2000,6.2775,0.0000,0.0000,6.4826,-1.9729,6.2775
DD<=-15 + vsMA75<-5,2,5,5,35,100.0000,10.6000,6.2568,0.0000,0.0000,6.9975,-4.4935,6.2568
RSI<40 + DD<=-15 + vsMA75<-5,3,5,5,21,100.0000,10.6000,6.2568,0.0000,0.0000,6.9975,-4.4935,6.2568
DD<=-10 + DD<=-15 + vsMA75<-5,3,5,5,35,100.0000,10.6000,6.2568,0.0000,0.0000,6.9975,-4.4935,6.2568
RSI<40 + BB<20 + RET5<-3,3,15,4,62,50.0000,129.0000,15.4153,-2.9117,-2.9117,13.4502,-9.2405,6.2518
RSI<40 + RET5<-3,2,15,4,63,50.0000,129.0000,15.4153,-2.9117,-2.9117,13.4502,-9.2405,6.2518
RSI<40 + BB<10 + RET5<-3,3,15,4,57,50.0000,129.0000,15.4153,-2.9117,-2.9117,13.4502,-9.2405,6.2518
DD<=-15 + STREAK>=5 + vsMA75<-5,3,5,4,30,100.0000,11.7500,6.2089,0.0000,0.0000,6.7217,-5.3246,6.2089
DD<=-15 + STREAK>=5 + RET20<-5,3,5,4,27,100.0000,10.2500,6.1744,0.0000,0.0000,6.4741,-4.2092,6.1744
52W<30 + STREAK>=10,2,10,2,41,50.0000,11.0000,10.4715,1.8706,1.8706,9.3609,-4.4557,6.1711
52W<30 + STREAK>=10 + RET20<-5,3,10,2,24,50.0000,11.0000,10.4715,1.8706,1.8706,9.3609,-4.4557,6.1711
52W<30 + DD<=-10 + STREAK>=10,3,10,2,41,50.0000,11.0000,10.4715,1.8706,1.8706,9.3609,-4.4557,6.1711
52W<30 + STREAK>=5 + STREAK>=10,3,10,2,41,50.0000,11.0000,10.4715,1.8706,1.8706,9.3609,-4.4557,6.1711
DD<=-10 + DD<=-15,2,5,7,41,100.0000,12.1429,6.1008,0.0000,0.0000,6.6544,-3.5651,6.1008
RSI<40 + DD<=-15 + RET5<-3,3,5,7,21,100.0000,12.1429,6.1008,0.0000,0.0000,6.6544,-3.5651,6.1008
RSI<40 + BB<20 + DD<=-15,3,5,7,22,100.0000,12.1429,6.1008,0.0000,0.0000,6.6544,-3.5651,6.1008
BB<20 + DD<=-15 + RET5<-3,3,5,7,21,100.0000,12.1429,6.1008,0.0000,0.0000,6.6544,-3.5651,6.1008
BB<20 + DD<=-10 + DD<=-15,3,5,7,22,100.0000,12.1429,6.1008,0.0000,0.0000,6.6544,-3.5651,6.1008
DD<=-15 + RET5<-3,2,5,7,22,100.0000,12.1429,6.1008,0.0000,0.0000,6.6544,-3.5651,6.1008
RSI<40 + DD<=-10 + DD<=-15,3,5,7,25,100.0000,12.1429,6.1008,0.0000,0.0000,6.6544,-3.5651,6.1008
DD<=-10 + DD<=-15 + RET5<-3,3,5,7,22,100.0000,12.1429,6.1008,0.0000,0.0000,6.6544,-3.5651,6.1008
BB<20 + DD<=-15,2,5,7,22,100.0000,12.1429,6.1008,0.0000,0.0000,6.6544,-3.5651,6.1008
RSI<40 + DD<=-15,2,5,7,25,100.0000,12.1429,6.1008,0.0000,0.0000,6.6544,-3.5651,6.1008
DD<=-15,1,5,7,41,100.0000,12.1429,6.1008,0.0000,0.0000,6.6544,-3.5651,6.1008
DD<=-15 + RET20<-5,2,5,5,31,100.0000,9.6000,6.0996,0.0000,0.0000,6.4733,-3.8781,6.0996
DD<=-10 + DD<=-15 + RET20<-5,3,5,5,31,100.0000,9.6000,6.0996,0.0000,0.0000,6.4733,-3.8781,6.0996
BB<20,1,20,4,169,50.0000,171.0000,20.7022,-8.5066,-8.5066,14.9161,-11.8860,6.0978
DD<=-15 + RET20<-5 + vsMA75<-5,3,5,4,30,100.0000,9.2500,6.0974,0.0000,0.0000,6.5525,-4.7125,6.0974
DD<=-15 + STREAK>=10 + RET20<-5,3,5,4,21,100.0000,7.5000,6.0967,0.0000,0.0000,6.2863,-1.3201,6.0967
DD<=-15 + STREAK>=10 + vsMA75<-5,3,5,3,21,100.0000,6.3333,6.0927,0.0000,0.0000,6.3296,-1.5800,6.0927
DD<=-10 + RET5<-3 + vsMA75<-5,3,5,5,27,100.0000,36.4000,6.0827,0.0000,0.0000,6.3762,-7.9588,6.0827
DD<=-10 + DD<=-15 + STREAK>=5,3,5,6,36,100.0000,13.1667,6.0429,0.0000,0.0000,6.4133,-3.9645,6.0429
RSI<40 + DD<=-15 + STREAK>=5,3,5,6,20,100.0000,13.1667,6.0429,0.0000,0.0000,6.4133,-3.9645,6.0429
DD<=-15 + STREAK>=5,2,5,6,36,100.0000,13.1667,6.0429,0.0000,0.0000,6.4133,-3.9645,6.0429
DD<=-15 + STREAK>=5 + STREAK>=10,3,5,6,25,100.0000,8.0000,6.0341,0.0000,0.0000,6.3251,-0.9605,6.0341
DD<=-15 + STREAK>=10,2,5,6,25,100.0000,8.0000,6.0341,0.0000,0.0000,6.3251,-0.9605,6.0341
DD<=-10 + DD<=-15 + STREAK>=10,3,5,6,25,100.0000,8.0000,6.0341,0.0000,0.0000,6.3251,-0.9605,6.0341
RET5<-3 + vsMA75<-5,2,5,6,28,100.0000,31.0000,6.0239,0.0000,0.0000,6.2685,-6.7236,6.0239
vsMA75<-5 + GOLDEN,2,5,7,25,100.0000,15.8571,6.0031,0.0000,0.0000,6.1615,-4.9603,6.0031
DD<=-10 + vsMA75<-5 + GOLDEN,3,5,5,23,100.0000,20.4000,5.9595,0.0000,0.0000,6.1435,-6.7205,5.9595
RET20<-5 + vsMA75<-5,2,5,7,50,100.0000,33.1429,5.9436,0.0000,0.0000,6.1020,-5.6298,5.9436
RSI<40 + RET20<-5 + vsMA75<-5,3,5,7,31,100.0000,33.1429,5.9436,0.0000,0.0000,6.1020,-5.6298,5.9436
BB<10 + RET20<-5 + vsMA75<-5,3,5,7,22,100.0000,33.1429,5.9436,0.0000,0.0000,6.1020,-5.6298,5.9436
BB<20 + RET20<-5 + vsMA75<-5,3,5,7,29,100.0000,33.1429,5.9436,0.0000,0.0000,6.1020,-5.6298,5.9436
vsMA75<-5,1,5,8,67,100.0000,30.5000,5.9173,0.0000,0.0000,6.0559,-5.4582,5.9173
BB<20 + 52W<30 + vsMA75<-5,3,5,5,22,100.0000,31.8000,5.8990,0.0000,0.0000,6.3494,-3.4175,5.8990
52W<30 + RET20<-5 + vsMA75<-5,3,5,5,30,100.0000,31.8000,5.8990,0.0000,0.0000,6.3494,-3.4175,5.8990
52W<30 + DD<=-10 + vsMA75<-5,3,5,5,38,100.0000,31.8000,5.8990,0.0000,0.0000,6.3494,-3.4175,5.8990
52W<30 + vsMA75<-5,2,5,5,38,100.0000,31.8000,5.8990,0.0000,0.0000,6.3494,-3.4175,5.8990
RSI<40 + 52W<30 + vsMA75<-5,3,5,5,20,100.0000,31.8000,5.8990,0.0000,0.0000,6.3494,-3.4175,5.8990
52W<30 + DD<=-15 + STREAK>=5,3,5,4,25,100.0000,15.2500,5.8900,0.0000,0.0000,6.1543,-3.8639,5.8900
STREAK>=5 + RET20<-5 + vsMA75<-5,3,5,6,39,100.0000,17.3333,5.8898,0.0000,0.0000,6.1989,-3.9988,5.8898
RSI<40 + STREAK>=5 + RET20<-5,3,5,7,29,100.0000,19.1429,5.8880,0.0000,0.0000,6.1149,-3.7757,5.8880
DD<=-10 + RET20<-5 + vsMA75<-5,3,5,5,48,100.0000,44.6000,5.8762,0.0000,0.0000,6.0601,-7.6579,5.8762
STREAK>=5 + GOLDEN,2,5,6,32,100.0000,21.6667,5.8719,0.0000,0.0000,6.2551,-4.1809,5.8719
DD<=-10 + STREAK>=5 + GOLDEN,3,5,6,32,100.0000,21.6667,5.8719,0.0000,0.0000,6.2551,-4.1809,5.8719
DD<=-10 + vsMA75<-5,2,5,6,65,100.0000,39.1667,5.8523,0.0000,0.0000,6.0056,-7.0910,5.8523
RSI<35 + DD<=-10 + vsMA75<-5,3,5,5,23,100.0000,44.4000,5.8498,0.0000,0.0000,6.0338,-7.6806,5.8498
STREAK>=5 + RET20<-5,2,5,8,56,100.0000,19.6250,5.8401,0.0000,0.0000,6.0456,-3.6006,5.8401
DD<=-10 + STREAK>=5 + RET20<-5,3,5,8,56,100.0000,19.6250,5.8401,0.0000,0.0000,6.0456,-3.6006,5.8401
RSI<35 + BB<20 + vsMA75<-5,3,5,6,24,100.0000,37.6667,5.8299,0.0000,0.0000,5.9831,-6.4918,5.8299
RSI<35 + vsMA75<-5,2,5,6,24,100.0000,37.6667,5.8299,0.0000,0.0000,5.9831,-6.4918,5.8299
RSI<35 + RET20<-5 + vsMA75<-5,3,5,6,21,100.0000,37.6667,5.8299,0.0000,0.0000,5.9831,-6.4918,5.8299
RSI<35 + RSI<40 + vsMA75<-5,3,5,6,24,100.0000,37.6667,5.8299,0.0000,0.0000,5.9831,-6.4918,5.8299
RSI<35 + BB<10 + vsMA75<-5,3,5,6,21,100.0000,37.6667,5.8299,0.0000,0.0000,5.9831,-6.4918,5.8299
RET20<-5 + RET5<-3 + vsMA75<-5,3,5,5,20,100.0000,34.2000,5.8266,0.0000,0.0000,5.9774,-7.1163,5.8266
DD<=-10 + vsMA25<-5 + vsMA75<-5,3,5,6,22,100.0000,9.0000,5.8132,0.0000,0.0000,6.2306,-4.0951,5.8132
52W<30 + STREAK>=5 + STREAK>=10,3,5,3,41,100.0000,45.0000,5.8103,0.0000,0.0000,5.9686,-3.3115,5.8103
52W<30 + STREAK>=10 + RET20<-5,3,5,3,24,100.0000,45.0000,5.8103,0.0000,0.0000,5.9686,-3.3115,5.8103
52W<30 + DD<=-10 + STREAK>=10,3,5,3,41,100.0000,45.0000,5.8103,0.0000,0.0000,5.9686,-3.3115,5.8103
52W<30 + STREAK>=10,2,5,3,41,100.0000,45.0000,5.8103,0.0000,0.0000,5.9686,-3.3115,5.8103
RSI<40 + vsMA25<-5 + vsMA75<-5,3,5,7,20,100.0000,8.2857,5.8013,0.0000,0.0000,6.1591,-3.5883,5.8013
vsMA25<-5 + vsMA75<-5,2,5,7,23,100.0000,8.2857,5.8013,0.0000,0.0000,6.1591,-3.5883,5.8013
RET20<-5 + vsMA25<-5 + vsMA75<-5,3,5,7,23,100.0000,8.2857,5.8013,0.0000,0.0000,6.1591,-3.5883,5.8013
RSI<40 + STREAK>=5 + vsMA75<-5,3,5,7,26,100.0000,16.8571,5.7900,0.0000,0.0000,6.1294,-4.0741,5.7900
BB<20 + STREAK>=5 + vsMA75<-5,3,5,7,28,100.0000,16.8571,5.7900,0.0000,0.0000,6.1294,-4.0741,5.7900
RSI<40 + RET5<-3 + vsMA75<-5,3,5,6,25,100.0000,30.3333,5.7804,0.0000,0.0000,6.2478,-6.5330,5.7804
BB<20 + RET5<-3 + vsMA75<-5,3,5,6,25,100.0000,30.3333,5.7804,0.0000,0.0000,6.2478,-6.5330,5.7804
BB<10 + RET5<-3 + vsMA75<-5,3,5,6,22,100.0000,30.3333,5.7804,0.0000,0.0000,6.2478,-6.5330,5.7804
BB<10 + RET20<-5 + GOLDEN,3,5,7,25,100.0000,31.1429,5.7768,0.0000,0.0000,5.9508,-5.8409,5.7768
STREAK>=5 + STREAK>=10 + RET20<-5,3,10,2,31,50.0000,71.0000,9.6813,1.8706,1.8706,8.9252,-12.3961,5.7760
STREAK>=10 + RET20<-5,2,10,2,31,50.0000,71.0000,9.6813,1.8706,1.8706,8.9252,-12.3961,5.7760
DD<=-10 + STREAK>=10 + RET20<-5,3,10,2,31,50.0000,71.0000,9.6813,1.8706,1.8706,8.9252,-12.3961,5.7760
DD<=-10,1,10,3,208,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<40 + BB<10 + DD<=-10,3,10,3,47,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
DD<=-10 + RET5<-3 + vsMA25<-5,3,10,3,23,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
BB<10 + DD<=-10,2,10,3,53,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<40 + BB<20 + DD<=-10,3,10,3,60,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<40 + DD<=-10 + RET5<-3,3,10,3,40,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
BB<10 + DD<=-10 + vsMA25<-5,3,10,3,21,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
BB<10 + DD<=-10 + RET5<-3,3,10,3,37,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
BB<20 + DD<=-10,2,10,3,75,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<35 + RSI<40 + DD<=-10,3,10,3,38,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
BB<20 + DD<=-10 + vsMA25<-5,3,10,3,25,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
BB<20 + BB<10 + DD<=-10,3,10,3,53,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<40 + DD<=-10 + vsMA25<-5,3,10,3,26,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
BB<20 + DD<=-10 + RET5<-3,3,10,3,42,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<35 + DD<=-10,2,10,3,38,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<35 + BB<20 + DD<=-10,3,10,3,36,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
DD<=-10 + RET5<-3,2,10,3,52,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<35 + DD<=-10 + vsMA25<-5,3,10,3,20,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
DD<=-10 + vsMA25<-5,2,10,3,29,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<40 + DD<=-10,2,10,3,69,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<35 + DD<=-10 + RET5<-3,3,10,3,26,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<35 + BB<10 + DD<=-10,3,10,3,30,66.6667,165.0000,10.2426,-3.2176,-3.2176,9.9565,-10.8876,5.7559
RSI<40 + BB<20 + STREAK>=5,3,5,9,31,100.0000,18.7778,5.7467,0.0000,0.0000,5.9948,-3.6560,5.7467
RSI<40 + DD<=-10 + STREAK>=5,3,5,9,37,100.0000,18.7778,5.7467,0.0000,0.0000,5.9948,-3.6560,5.7467
RSI<40 + STREAK>=5,2,5,9,37,100.0000,18.7778,5.7467,0.0000,0.0000,5.9948,-3.6560,5.7467
BB<20 + STREAK>=5 + RET20<-5,3,5,7,25,100.0000,20.7143,5.7349,0.0000,0.0000,5.9630,-4.0996,5.7349
BB<10 + vsMA75<-5,2,5,8,29,100.0000,30.0000,5.7347,0.0000,0.0000,6.0404,-5.3152,5.7347
RSI<40 + vsMA75<-5,2,5,8,38,100.0000,30.0000,5.7347,0.0000,0.0000,6.0404,-5.3152,5.7347
RSI<40 + BB<10 + vsMA75<-5,3,5,8,29,100.0000,30.0000,5.7347,0.0000,0.0000,6.0404,-5.3152,5.7347
BB<20 + vsMA75<-5,2,5,8,40,100.0000,30.0000,5.7347,0.0000,0.0000,6.0404,-5.3152,5.7347
BB<20 + BB<10 + vsMA75<-5,3,5,8,29,100.0000,30.0000,5.7347,0.0000,0.0000,6.0404,-5.3152,5.7347
RSI<40 + BB<20 + vsMA75<-5,3,5,8,36,100.0000,30.0000,5.7347,0.0000,0.0000,6.0404,-5.3152,5.7347
RSI<40 + STREAK>=5 + RET5<-3,3,5,8,21,100.0000,13.6250,5.7342,0.0000,0.0000,6.0256,-3.4989,5.7342
RSI<40 + BB<10 + 52W<20,3,10,3,27,66.6667,6.0000,9.6427,-2.1459,-2.1459,10.3015,-4.8718,5.7132
RSI<40 + BB<20 + 52W<20,3,10,3,29,66.6667,6.0000,9.6427,-2.1459,-2.1459,10.3015,-4.8718,5.7132
RSI<40 + 52W<30 + 52W<20,3,10,3,30,66.6667,6.0000,9.6427,-2.1459,-2.1459,10.3015,-4.8718,5.7132
RSI<40 + 52W<20,2,10,3,30,66.6667,6.0000,9.6427,-2.1459,-2.1459,10.3015,-4.8718,5.7132
52W<30 + DD<=-10 + RET5<-3,3,5,5,27,100.0000,36.8000,5.7088,0.0000,0.0000,6.1031,-4.1767,5.7088
DD<=-10 + STREAK>=10,2,10,2,99,50.0000,188.0000,9.5470,1.8706,1.8706,9.1922,-12.7968,5.7088
STREAK>=5 + STREAK>=10,2,10,2,99,50.0000,188.0000,9.5470,1.8706,1.8706,9.1922,-12.7968,5.7088
STREAK>=10,1,10,2,99,50.0000,188.0000,9.5470,1.8706,1.8706,9.1922,-12.7968,5.7088
DD<=-10 + STREAK>=5 + STREAK>=10,3,10,2,99,50.0000,188.0000,9.5470,1.8706,1.8706,9.1922,-12.7968,5.7088
BB<10 + 52W<30 + DD<=-10,3,5,6,30,100.0000,32.6667,5.7084,0.0000,0.0000,6.0897,-3.5490,5.7084
DD<=-10 + RET20<-5 + GOLDEN,3,5,5,39,100.0000,37.6000,5.6930,0.0000,0.0000,5.8343,-8.7204,5.6930
RSI<35 + STREAK>=5,2,5,6,20,100.0000,24.3333,5.6894,0.0000,0.0000,5.8869,-4.4253,5.6894
