combo,n_components,tp_pct,n_trades,n_signals_raw,hit_rate,avg_days_to_tp,avg_win_return,failure_mean,failure_median,avg_mfe,avg_mae,expected_value
RET20<-5 + RET5<-3 + GOLDEN,3,15,3,22,66.6667,110.5000,15.3221,-5.0472,-5.0472,14.7506,-7.6482,8.5323
DD<=-10 + RET5<-3 + vsMA25<-5,3,20,3,23,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<40 + BB<20 + DD<=-10,3,20,3,60,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<35 + DD<=-10,2,20,3,38,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<40 + BB<10 + DD<=-10,3,20,3,47,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<35 + BB<20 + DD<=-10,3,20,3,36,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<40 + DD<=-10,2,20,3,69,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
BB<20 + DD<=-10 + RET5<-3,3,20,3,42,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
BB<20 + DD<=-10 + vsMA25<-5,3,20,3,25,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<35 + BB<10 + DD<=-10,3,20,3,30,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
BB<20 + BB<10 + DD<=-10,3,20,3,53,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<35 + RSI<40 + DD<=-10,3,20,3,38,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
BB<20 + DD<=-10,2,20,3,75,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<35 + DD<=-10 + vsMA25<-5,3,20,3,20,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<35 + DD<=-10 + RET5<-3,3,20,3,26,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
DD<=-10 + vsMA25<-5,2,20,3,29,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
DD<=-10 + RET5<-3,2,20,3,52,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<40 + DD<=-10 + vsMA25<-5,3,20,3,26,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
BB<10 + DD<=-10,2,20,3,53,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
DD<=-10,1,20,3,208,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
BB<10 + DD<=-10 + vsMA25<-5,3,20,3,21,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
BB<10 + DD<=-10 + RET5<-3,3,20,3,37,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<40 + DD<=-10 + RET5<-3,3,20,3,40,33.3333,109.0000,21.3351,2.0383,2.0383,13.6455,-10.8876,8.4706
RSI<35 + DD<=-10 + vsMA75<-5,3,15,2,23,50.0000,219.0000,14.8599,2.0404,2.0404,11.7852,-10.8502,8.4502
52W<30 + STREAK>=10 + vsMA75<-5,3,10,2,20,50.0000,11.0000,10.4715,5.9897,5.9897,9.8816,-4.0159,8.2306
BB<10 + DD<=-10 + vsMA75<-5,3,15,2,27,50.0000,219.0000,14.8599,1.4885,1.4885,11.8526,-10.7933,8.1742
BB<20 + DD<=-10 + vsMA75<-5,3,15,2,38,50.0000,219.0000,14.8599,1.4885,1.4885,11.8526,-10.7933,8.1742
DD<=-10 + vsMA75<-5,2,15,2,65,50.0000,219.0000,14.8599,1.4885,1.4885,11.8526,-10.7933,8.1742
RSI<40 + DD<=-10 + vsMA75<-5,3,15,2,36,50.0000,219.0000,14.8599,1.4885,1.4885,11.8526,-10.7933,8.1742
DD<=-10 + RET20<-5 + vsMA75<-5,3,15,2,48,50.0000,219.0000,14.8599,1.4885,1.4885,11.8526,-10.7933,8.1742
DD<=-10 + RET5<-3 + vsMA75<-5,3,15,2,27,50.0000,219.0000,14.8599,1.4885,1.4885,11.8526,-10.7933,8.1742
BB<10 + RET20<-5,2,10,7,46,85.7143,54.5000,10.0023,-3.2176,-3.2176,10.4208,-7.1905,8.1138
RSI<40 + BB<10 + RET20<-5,3,10,7,44,85.7143,54.5000,10.0023,-3.2176,-3.2176,10.4208,-7.1905,8.1138
RSI<40 + RET20<-5 + RET5<-3,3,10,7,39,85.7143,54.5000,10.0023,-3.2176,-3.2176,10.4208,-7.1905,8.1138
BB<20 + BB<10 + RET20<-5,3,10,7,46,85.7143,54.5000,10.0023,-3.2176,-3.2176,10.4208,-7.1905,8.1138
BB<10 + RET20<-5 + RET5<-3,3,10,7,36,85.7143,54.5000,10.0023,-3.2176,-3.2176,10.4208,-7.1905,8.1138
BB<20 + RET20<-5 + RET5<-3,3,10,7,39,85.7143,54.5000,10.0023,-3.2176,-3.2176,10.4208,-7.1905,8.1138
RET20<-5 + RET5<-3,2,10,7,41,85.7143,54.5000,10.0023,-3.2176,-3.2176,10.4208,-7.1905,8.1138
RSI<35 + RET20<-5 + RET5<-3,3,10,7,29,85.7143,53.6667,9.9526,-3.2176,-3.2176,10.3286,-6.8797,8.0711
RSI<35 + RSI<40 + RET20<-5,3,10,7,42,85.7143,53.6667,9.9526,-3.2176,-3.2176,10.3286,-6.8797,8.0711
RSI<35 + RET20<-5,2,10,7,42,85.7143,53.6667,9.9526,-3.2176,-3.2176,10.3286,-6.8797,8.0711
RSI<35 + BB<10 + RET20<-5,3,10,7,33,85.7143,53.6667,9.9526,-3.2176,-3.2176,10.3286,-6.8797,8.0711
RSI<35 + BB<20 + RET20<-5,3,10,7,40,85.7143,53.6667,9.9526,-3.2176,-3.2176,10.3286,-6.8797,8.0711
RET5<-3 + GOLDEN,2,10,4,55,75.0000,125.3333,10.1174,1.7731,1.7731,9.3203,-10.1320,8.0313
RSI<40 + BB<20,2,20,4,104,50.0000,143.5000,20.7574,-4.8070,-4.8070,15.0003,-10.0788,7.9752
RSI<40,1,20,4,113,50.0000,143.5000,20.7574,-4.8070,-4.8070,15.0003,-10.0788,7.9752
RSI<40 + BB<10,2,20,4,79,50.0000,143.5000,20.7574,-4.8070,-4.8070,15.0003,-10.0788,7.9752
RSI<40 + BB<20 + BB<10,3,20,4,79,50.0000,143.5000,20.7574,-4.8070,-4.8070,15.0003,-10.0788,7.9752
BB<10 + RET5<-3 + vsMA75<-5,3,10,5,22,80.0000,32.5000,9.5476,1.4885,1.4885,9.9262,-7.7353,7.9358
BB<20 + RET5<-3 + vsMA75<-5,3,10,5,25,80.0000,32.5000,9.5476,1.4885,1.4885,9.9262,-7.7353,7.9358
RSI<40 + RET5<-3 + vsMA75<-5,3,10,5,25,80.0000,32.5000,9.5476,1.4885,1.4885,9.9262,-7.7353,7.9358
RSI<40 + vsMA75<-5,2,10,5,38,80.0000,36.7500,9.4053,1.4885,1.4885,9.9926,-8.2038,7.8219
BB<10 + vsMA75<-5,2,10,5,29,80.0000,36.7500,9.4053,1.4885,1.4885,9.9926,-8.2038,7.8219
BB<20 + vsMA75<-5,2,10,5,40,80.0000,36.7500,9.4053,1.4885,1.4885,9.9926,-8.2038,7.8219
BB<20 + BB<10 + vsMA75<-5,3,10,5,29,80.0000,36.7500,9.4053,1.4885,1.4885,9.9926,-8.2038,7.8219
RSI<40 + BB<20 + vsMA75<-5,3,10,5,36,80.0000,36.7500,9.4053,1.4885,1.4885,9.9926,-8.2038,7.8219
RSI<40 + BB<10 + vsMA75<-5,3,10,5,29,80.0000,36.7500,9.4053,1.4885,1.4885,9.9926,-8.2038,7.8219
RSI<40 + RET5<-3 + GOLDEN,3,15,3,30,66.6667,129.0000,15.4153,-7.4680,-7.4680,13.7365,-9.0666,7.7875
STREAK>=10 + vsMA75<-5,2,10,2,26,50.0000,188.0000,9.5470,5.9897,5.9897,9.7129,-12.3570,7.7684
STREAK>=5 + STREAK>=10 + vsMA75<-5,3,10,2,26,50.0000,188.0000,9.5470,5.9897,5.9897,9.7129,-12.3570,7.7684
DD<=-10 + STREAK>=10 + vsMA75<-5,3,10,2,26,50.0000,188.0000,9.5470,5.9897,5.9897,9.7129,-12.3570,7.7684
BB<10 + RET20<-5 + vsMA25<-5,3,10,6,23,83.3333,42.2000,9.8819,-3.2176,-3.2176,10.3021,-6.1886,7.6987
RET20<-5 + vsMA25<-5,2,10,6,31,83.3333,42.2000,9.8819,-3.2176,-3.2176,10.3021,-6.1886,7.6987
BB<20 + RET20<-5 + vsMA25<-5,3,10,6,27,83.3333,42.2000,9.8819,-3.2176,-3.2176,10.3021,-6.1886,7.6987
RSI<35 + RET20<-5 + vsMA25<-5,3,10,6,21,83.3333,42.2000,9.8819,-3.2176,-3.2176,10.3021,-6.1886,7.6987
RSI<40 + RET20<-5 + vsMA25<-5,3,10,6,28,83.3333,42.2000,9.8819,-3.2176,-3.2176,10.3021,-6.1886,7.6987
RET20<-5 + RET5<-3 + vsMA25<-5,3,10,6,25,83.3333,42.2000,9.8819,-3.2176,-3.2176,10.3021,-6.1886,7.6987
RSI<35 + BB<10 + RET5<-3,3,10,6,38,83.3333,89.6000,9.8859,-3.3643,-3.3643,9.9188,-6.3462,7.6775
RSI<35 + RSI<40 + RET5<-3,3,10,6,38,83.3333,89.6000,9.8859,-3.3643,-3.3643,9.9188,-6.3462,7.6775
RSI<35 + BB<20 + RET5<-3,3,10,6,38,83.3333,89.6000,9.8859,-3.3643,-3.3643,9.9188,-6.3462,7.6775
RSI<35 + RET5<-3,2,10,6,38,83.3333,89.6000,9.8859,-3.3643,-3.3643,9.9188,-6.3462,7.6775
RSI<35 + BB<10,2,10,6,42,83.3333,89.6000,9.8859,-3.3643,-3.3643,9.9188,-6.3462,7.6775
RSI<35 + RSI<40,2,10,6,51,83.3333,89.6000,9.8859,-3.3643,-3.3643,9.9188,-6.3462,7.6775
RSI<35,1,10,6,51,83.3333,89.6000,9.8859,-3.3643,-3.3643,9.9188,-6.3462,7.6775
RSI<35 + RSI<40 + BB<10,3,10,6,42,83.3333,89.6000,9.8859,-3.3643,-3.3643,9.9188,-6.3462,7.6775
RSI<35 + RSI<40 + BB<20,3,10,6,49,83.3333,89.6000,9.8859,-3.3643,-3.3643,9.9188,-6.3462,7.6775
RSI<35 + BB<20 + BB<10,3,10,6,42,83.3333,89.6000,9.8859,-3.3643,-3.3643,9.9188,-6.3462,7.6775
RSI<35 + BB<20,2,10,6,49,83.3333,89.6000,9.8859,-3.3643,-3.3643,9.9188,-6.3462,7.6775
RET20<-5 + RET5<-3 + vsMA75<-5,3,10,4,20,75.0000,35.6667,9.7171,1.4885,1.4885,9.9098,-8.7651,7.6600
RSI<40 + RET20<-5,2,10,6,72,83.3333,89.2000,9.7976,-3.2176,-3.2176,10.1104,-6.3903,7.6284
RSI<40 + BB<20 + RET20<-5,3,10,6,63,83.3333,89.2000,9.7976,-3.2176,-3.2176,10.1104,-6.3903,7.6284
RET20<-5,1,10,6,118,83.3333,89.2000,9.7976,-3.2176,-3.2176,10.1104,-6.3903,7.6284
BB<20 + RET20<-5,2,10,6,67,83.3333,89.2000,9.7976,-3.2176,-3.2176,10.1104,-6.3903,7.6284
RSI<40 + DD<=-10 + vsMA75<-5,3,10,4,36,75.0000,39.0000,9.6615,1.4885,1.4885,9.9529,-10.0959,7.6182
BB<20 + DD<=-10 + vsMA75<-5,3,10,4,38,75.0000,39.0000,9.6615,1.4885,1.4885,9.9529,-10.0959,7.6182
BB<10 + DD<=-10 + vsMA75<-5,3,10,4,27,75.0000,39.0000,9.6615,1.4885,1.4885,9.9529,-10.0959,7.6182
BB<20 + BB<10 + GOLDEN,3,15,3,59,66.6667,163.5000,14.9897,-7.4680,-7.4680,13.7108,-11.2569,7.5038
BB<10 + GOLDEN,2,15,3,59,66.6667,163.5000,14.9897,-7.4680,-7.4680,13.7108,-11.2569,7.5038
52W<20 + DD<=-10 + vsMA75<-5,3,5,3,26,100.0000,45.0000,7.4974,0.0000,0.0000,7.7749,-3.4759,7.4974
52W<30 + 52W<20 + vsMA75<-5,3,5,3,26,100.0000,45.0000,7.4974,0.0000,0.0000,7.7749,-3.4759,7.4974
52W<20 + vsMA75<-5,2,5,3,26,100.0000,45.0000,7.4974,0.0000,0.0000,7.7749,-3.4759,7.4974
RSI<35 + RET20<-5 + vsMA75<-5,3,10,4,21,75.0000,41.6667,9.3116,2.0404,2.0404,9.7972,-9.5050,7.4938
RSI<35 + vsMA75<-5,2,10,4,24,75.0000,41.6667,9.3116,2.0404,2.0404,9.7972,-9.5050,7.4938
RSI<35 + BB<10 + vsMA75<-5,3,10,4,21,75.0000,41.6667,9.3116,2.0404,2.0404,9.7972,-9.5050,7.4938
RSI<35 + BB<20 + vsMA75<-5,3,10,4,24,75.0000,41.6667,9.3116,2.0404,2.0404,9.7972,-9.5050,7.4938
RSI<35 + RSI<40 + vsMA75<-5,3,10,4,24,75.0000,41.6667,9.3116,2.0404,2.0404,9.7972,-9.5050,7.4938
RSI<35 + 52W<30 + RET20<-5,3,10,5,24,80.0000,33.7500,10.1639,-3.2176,-3.2176,10.4274,-4.6297,7.4876
BB<20 + 52W<30 + RET20<-5,3,10,5,35,80.0000,33.7500,10.1639,-3.2176,-3.2176,10.4274,-4.6297,7.4876
RSI<40 + 52W<30 + RET20<-5,3,10,5,37,80.0000,33.7500,10.1639,-3.2176,-3.2176,10.4274,-4.6297,7.4876
52W<30 + RET20<-5,2,10,5,58,80.0000,33.7500,10.1639,-3.2176,-3.2176,10.4274,-4.6297,7.4876
vsMA75<-5,1,10,4,67,75.0000,81.6667,9.4679,1.4885,1.4885,9.9492,-9.3874,7.4731
RET5<-3 + vsMA75<-5,2,10,4,28,75.0000,81.6667,9.4679,1.4885,1.4885,9.9492,-9.3874,7.4731
RSI<35 + 52W<30,2,10,5,28,80.0000,33.7500,10.1639,-3.3643,-3.3643,10.1431,-4.8639,7.4583
RSI<35 + BB<20 + 52W<30,3,10,5,26,80.0000,33.7500,10.1639,-3.3643,-3.3643,10.1431,-4.8639,7.4583
RSI<35 + RSI<40 + 52W<30,3,10,5,28,80.0000,33.7500,10.1639,-3.3643,-3.3643,10.1431,-4.8639,7.4583
BB<10 + 52W<30 + RET20<-5,3,10,5,25,80.0000,24.0000,10.0026,-3.2176,-3.2176,10.3006,-4.2353,7.3586
BB<10 + RET20<-5 + vsMA75<-5,3,10,4,22,75.0000,41.6667,9.3116,1.4885,1.4885,9.8309,-9.4765,7.3559
BB<20 + RET20<-5 + vsMA75<-5,3,10,4,29,75.0000,41.6667,9.3116,1.4885,1.4885,9.8309,-9.4765,7.3559
RET20<-5 + vsMA75<-5,2,10,4,50,75.0000,41.6667,9.3116,1.4885,1.4885,9.8309,-9.4765,7.3559
RSI<40 + RET20<-5 + vsMA75<-5,3,10,4,31,75.0000,41.6667,9.3116,1.4885,1.4885,9.8309,-9.4765,7.3559
RSI<35 + RSI<40 + BB<20,3,15,4,49,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<10 + RET5<-3,3,15,4,38,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<10,2,15,4,42,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35,1,15,4,51,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RSI<40 + RET5<-3,3,15,4,38,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<20 + BB<10,3,15,4,42,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RSI<40 + BB<10,3,15,4,42,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RET5<-3,2,15,4,38,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<20,2,15,4,49,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RSI<40,2,15,4,51,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<20 + RET20<-5,3,15,4,40,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<20 + RET5<-3,3,15,4,38,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RET20<-5,2,15,4,42,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<10 + RET20<-5,3,15,4,33,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RSI<40 + RET20<-5,3,15,4,42,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + RET20<-5 + RET5<-3,3,15,4,29,50.0000,110.5000,15.3221,-0.6150,-0.6150,14.1902,-8.2219,7.3535
RSI<35 + BB<10 + 52W<30,3,10,5,23,80.0000,24.0000,10.0026,-3.3643,-3.3643,10.0163,-4.4695,7.3292
RET5<-3,1,15,5,106,60.0000,137.6667,15.2232,-4.7487,-4.7487,13.5134,-12.5310,7.2344
BB<10 + RET5<-3 + vsMA25<-5,3,10,5,25,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
BB<20 + BB<10 + vsMA25<-5,3,10,5,26,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
RSI<35 + vsMA25<-5,2,10,5,24,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
RSI<40 + BB<10 + vsMA25<-5,3,10,5,26,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
RSI<40 + vsMA25<-5,2,10,5,31,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
vsMA25<-5,1,10,5,34,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
RSI<40 + BB<20 + vsMA25<-5,3,10,5,30,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
RSI<35 + RSI<40 + vsMA25<-5,3,10,5,24,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
BB<10 + vsMA25<-5,2,10,5,26,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
BB<20 + vsMA25<-5,2,10,5,30,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
RET5<-3 + vsMA25<-5,2,10,5,28,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
BB<20 + RET5<-3 + vsMA25<-5,3,10,5,28,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
RSI<35 + RET5<-3 + vsMA25<-5,3,10,5,23,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
RSI<40 + RET5<-3 + vsMA25<-5,3,10,5,28,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
RSI<35 + BB<20 + vsMA25<-5,3,10,5,24,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
RSI<35 + BB<10 + vsMA25<-5,3,10,5,24,80.0000,102.5000,9.7460,-3.3643,-3.3643,9.7232,-6.9950,7.1240
RSI<35 + DD<=-10 + vsMA75<-5,3,10,3,23,66.6667,47.5000,9.6491,2.0404,2.0404,9.6793,-12.4614,7.1129
DD<=-10 + RET5<-3 + vsMA75<-5,3,10,3,27,66.6667,107.5000,9.8835,1.4885,1.4885,9.8818,-12.3047,7.0852
DD<=-10 + vsMA75<-5,2,10,3,65,66.6667,107.5000,9.8835,1.4885,1.4885,9.8818,-12.3047,7.0852
GOLDEN,1,10,6,533,83.3333,89.6000,9.8702,-6.8839,-6.8839,9.8488,-8.9943,7.0779
RSI<40 + BB<10 + GOLDEN,3,15,3,41,66.6667,129.0000,14.1576,-7.4680,-7.4680,13.7100,-9.0613,6.9491
RSI<40 + GOLDEN,2,15,3,66,66.6667,129.0000,14.1576,-7.4680,-7.4680,13.7100,-9.0613,6.9491
RSI<40 + BB<20 + GOLDEN,3,15,3,59,66.6667,129.0000,14.1576,-7.4680,-7.4680,13.7100,-9.0613,6.9491
52W<30 + vsMA75<-5,2,10,3,38,66.6667,9.0000,9.6680,1.4885,1.4885,9.9307,-5.3561,6.9415
52W<30 + RET20<-5 + vsMA75<-5,3,10,3,30,66.6667,9.0000,9.6680,1.4885,1.4885,9.9307,-5.3561,6.9415
52W<30 + DD<=-10 + vsMA75<-5,3,10,3,38,66.6667,9.0000,9.6680,1.4885,1.4885,9.9307,-5.3561,6.9415
BB<20 + 52W<30 + vsMA75<-5,3,10,3,22,66.6667,9.0000,9.6680,1.4885,1.4885,9.9307,-5.3561,6.9415
RSI<40 + 52W<30 + vsMA75<-5,3,10,3,20,66.6667,9.0000,9.6680,1.4885,1.4885,9.9307,-5.3561,6.9415
DD<=-10 + RET20<-5 + vsMA75<-5,3,10,3,48,66.6667,47.5000,9.6491,1.4885,1.4885,9.7242,-12.4235,6.9289
52W<20 + vsMA75<-5,2,10,3,26,66.6667,6.0000,9.6427,1.4885,1.4885,10.1088,-3.4759,6.9247
52W<30 + 52W<20 + vsMA75<-5,3,10,3,26,66.6667,6.0000,9.6427,1.4885,1.4885,10.1088,-3.4759,6.9247
52W<20 + DD<=-10 + vsMA75<-5,3,10,3,26,66.6667,6.0000,9.6427,1.4885,1.4885,10.1088,-3.4759,6.9247
DD<=-10 + RET20<-5 + vsMA25<-5,3,10,4,27,75.0000,43.6667,10.3036,-3.2176,-3.2176,10.4111,-8.9976,6.9233
52W<30 + 52W<20 + DD<=-10,3,5,4,33,100.0000,36.5000,6.9030,0.0000,0.0000,7.1466,-2.9048,6.9030
52W<20 + DD<=-10,2,5,4,33,100.0000,36.5000,6.9030,0.0000,0.0000,7.1466,-2.9048,6.9030
RSI<40 + 52W<20 + DD<=-10,3,5,4,22,100.0000,36.5000,6.9030,0.0000,0.0000,7.1466,-2.9048,6.9030
BB<20 + 52W<20 + DD<=-10,3,5,4,24,100.0000,36.5000,6.9030,0.0000,0.0000,7.1466,-2.9048,6.9030
DD<=-10 + RET20<-5,2,10,4,82,75.0000,68.3333,10.2643,-3.2176,-3.2176,10.3143,-10.9738,6.8938
BB<10 + DD<=-10 + RET20<-5,3,10,4,31,75.0000,68.3333,10.2643,-3.2176,-3.2176,10.3143,-10.9738,6.8938
BB<20 + DD<=-10 + RET20<-5,3,10,4,43,75.0000,68.3333,10.2643,-3.2176,-3.2176,10.3143,-10.9738,6.8938
RSI<40 + DD<=-10 + RET20<-5,3,10,4,50,75.0000,68.3333,10.2643,-3.2176,-3.2176,10.3143,-10.9738,6.8938
RSI<35 + DD<=-10 + RET20<-5,3,10,4,32,75.0000,68.3333,10.2643,-3.2176,-3.2176,10.3143,-10.9738,6.8938
DD<=-10 + RET20<-5 + RET5<-3,3,10,4,29,75.0000,68.3333,10.2643,-3.2176,-3.2176,10.3143,-10.9738,6.8938
RSI<40 + 52W<20 + RET5<-3,3,5,5,20,100.0000,35.2000,6.8213,0.0000,0.0000,7.0319,-2.6141,6.8213
BB<20 + GOLDEN,2,15,3,95,66.6667,163.5000,14.9897,-9.5780,-9.5780,13.5564,-11.3689,6.8005
52W<30 + DD<=-15 + vsMA75<-5,3,5,3,22,100.0000,9.6667,6.7459,0.0000,0.0000,7.2869,-4.3224,6.7459
RSI<35 + 52W<30 + DD<=-10,3,10,4,22,75.0000,33.0000,10.0403,-3.2176,-3.2176,10.2873,-5.0733,6.7258
52W<30 + DD<=-10 + RET20<-5,3,10,4,48,75.0000,33.0000,10.0403,-3.2176,-3.2176,10.2873,-5.0733,6.7258
52W<30 + DD<=-10,2,10,4,84,75.0000,33.0000,10.0403,-3.2176,-3.2176,10.2873,-5.0733,6.7258
BB<20 + 52W<30 + DD<=-10,3,10,4,42,75.0000,33.0000,10.0403,-3.2176,-3.2176,10.2873,-5.0733,6.7258
RSI<40 + 52W<30 + DD<=-10,3,10,4,38,75.0000,33.0000,10.0403,-3.2176,-3.2176,10.2873,-5.0733,6.7258
RSI<40 + 52W<30,2,10,4,53,75.0000,55.0000,9.6709,-2.1459,-2.1459,10.1253,-5.9700,6.7167
RSI<40 + BB<10 + 52W<30,3,10,4,38,75.0000,55.0000,9.6709,-2.1459,-2.1459,10.1253,-5.9700,6.7167
RSI<40 + BB<20 + 52W<30,3,10,4,48,75.0000,55.0000,9.6709,-2.1459,-2.1459,10.1253,-5.9700,6.7167
52W<30 + RET20<-5 + RET5<-3,3,10,4,23,75.0000,18.0000,9.9568,-3.2176,-3.2176,10.3164,-5.1917,6.6632
52W<30 + 52W<20 + RET20<-5,3,10,4,23,75.0000,16.0000,9.9400,-3.2176,-3.2176,10.4500,-3.7815,6.6506
52W<20 + RET20<-5,2,10,4,23,75.0000,16.0000,9.9400,-3.2176,-3.2176,10.4500,-3.7815,6.6506
RSI<35 + 52W<30 + RET5<-3,3,10,4,21,75.0000,18.0000,9.9568,-3.3643,-3.3643,9.9610,-5.4844,6.6265
BB<20 + BB<10,2,20,4,109,50.0000,171.0000,20.7022,-7.4517,-7.4517,15.0318,-11.8019,6.6253
BB<10,1,20,4,109,50.0000,171.0000,20.7022,-7.4517,-7.4517,15.0318,-11.8019,6.6253
RSI<40 + RET20<-5,2,15,4,72,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
BB<20 + BB<10 + RET20<-5,3,15,4,46,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RET20<-5 + RET5<-3,2,15,4,41,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RSI<40 + RET20<-5 + RET5<-3,3,15,4,39,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
BB<20 + RET20<-5 + RET5<-3,3,15,4,39,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
BB<10 + RET20<-5,2,15,4,46,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
BB<10 + RET20<-5 + RET5<-3,3,15,4,36,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RET20<-5,1,15,4,118,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
BB<20 + RET20<-5,2,15,4,67,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RSI<40 + BB<20 + RET20<-5,3,15,4,63,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RSI<40 + BB<10 + RET20<-5,3,15,4,44,50.0000,110.5000,15.3221,-2.0798,-2.0798,13.8098,-8.4980,6.6212
RSI<40 + 52W<20 + RET5<-3,3,10,4,20,75.0000,15.0000,9.8767,-3.2176,-3.2176,10.3447,-3.4306,6.6031
RSI<40 + 52W<30 + 52W<20,3,5,5,30,100.0000,36.8000,6.5807,0.0000,0.0000,6.8686,-3.3501,6.5807
