date,side,shares,price,value,lot_id,realized_pnl_before_tax,realized_pnl_after_tax,reason,event_type
2021-04-01,SELL,37,16621.675,615001.975,689,34637.36246575341,27600.782280835603,take_profit,take_profit
2021-04-01,BUY,20,16628.325,332566.5,695,0.0,0.0,buy_signal,buy
2021-04-02,SELL,41,16996.600000000002,696860.6000000001,691,38420.92589041107,30615.71479577406,take_profit,take_profit
2021-04-02,BUY,9,17003.399999999998,153030.59999999998,696,0.0,0.0,buy_signal,buy
2021-04-05,BUY,8,17378.475,139027.8,697,0.0,0.0,buy_signal,buy
2021-04-06,BUY,6,17503.5,105021.0,698,0.0,0.0,buy_signal,buy
2021-04-07,SELL,4,16971.605,67886.42,674,1447.1600000000035,1153.1694460000028,take_profit,take_profit
2021-04-07,SELL,21,16971.605,356403.705,681,12504.324863013731,9964.071267092491,take_profit,take_profit
2021-04-07,SELL,14,16971.605,237602.47,687,7745.54123287673,6172.034531417822,take_profit,take_profit
2021-04-07,SELL,29,16971.605,492176.545,688,16080.263630136975,12813.558073674649,take_profit,take_profit
2021-04-07,SELL,28,16971.605,475204.94,692,12160.499726027363,9690.094206684904,take_profit,take_profit
2021-04-07,SELL,16,16971.605,271545.68,693,6168.734246575356,4915.555884383572,take_profit,take_profit
2021-04-07,SELL,13,16971.605,220630.865,694,6653.976095890383,5302.220852010251,take_profit,take_profit
2021-04-07,BUY,24,16978.395,407481.48,699,0.0,0.0,buy_signal,buy
2021-04-08,BUY,30,16878.375,506351.25,700,0.0,0.0,buy_signal,buy
2021-04-09,BUY,36,17128.425,616623.2999999999,701,0.0,0.0,buy_signal,buy
2021-04-12,BUY,38,17103.42,649929.96,702,0.0,0.0,buy_signal,buy
2021-04-13,BUY,38,16828.364999999998,639477.8699999999,703,0.0,0.0,buy_signal,buy
2021-04-14,BUY,34,16953.39,576415.26,704,0.0,0.0,buy_signal,buy
2021-04-15,BUY,38,16753.35,636627.2999999999,705,0.0,0.0,buy_signal,buy
2021-04-16,BUY,18,17028.405,306511.29,706,0.0,0.0,buy_signal,buy
2021-04-19,BUY,18,16903.38,304260.84,707,0.0,0.0,buy_signal,buy
2021-04-20,BUY,17,16528.305,280981.185,708,0.0,0.0,buy_signal,buy
2021-04-21,BUY,37,15653.13,579165.8099999999,709,0.0,0.0,buy_signal,buy
2021-04-22,BUY,36,15953.19,574314.84,710,0.0,0.0,buy_signal,buy
2021-04-23,SELL,37,15946.81,590031.97,709,10775.758356164417,8586.663046109616,take_profit,take_profit
2021-04-23,BUY,36,15953.19,574314.84,711,0.0,0.0,buy_signal,buy
2021-04-26,BUY,36,16153.23,581516.28,712,0.0,0.0,buy_signal,buy
2021-04-27,BUY,28,16516.051305970148,462449.43656716414,713,0.0,0.0,buy_signal,buy
2021-04-28,BUY,36,16112.267657992565,580041.6356877324,714,0.0,0.0,buy_signal,buy
2021-04-30,BUY,13,16083.216,209081.80800000002,715,0.0,0.0,buy_signal,buy
2021-05-06,BUY,13,16113.222,209471.886,716,0.0,0.0,buy_signal,buy
