final_equity,max_drawdown_pct,min_equity,forced_liquidations,ruined
8165102.351907729,0.3517513452683454,3691864.1244575046,0,0.0
8327538.153319288,0.0948399251513865,4957033.896580794,0,0.0
7542795.033789282,0.20596494270284044,4964853.662204449,0,0.0
7032173.276209148,0.11875924890964933,4896322.066958847,0,0.0
7662420.016921047,0.27898061871317326,3739816.740383071,0,0.0
6819877.942324139,0.0484461345382006,4990135.322755447,0,0.0
8249296.591225183,0.28766007065237226,3659897.1858385564,0,0.0
7881692.874416936,0.262550886567062,4922848.567475962,0,0.0
7726989.074880965,0.3351570253638371,3599586.5889149043,0,0.0
8169253.401437046,0.16984146190554314,4572108.997803453,0,0.0
8622068.241545893,0.15545830564005153,4659089.049432015,0,0.0
8250539.740863202,0.2804726740429574,4407924.382194611,0,0.0
8338529.426293572,0.20940124653208128,4197037.738265879,0,0.0
7670001.353011658,0.0904029185167961,4783206.734960081,0,0.0
6908112.080330396,0.2671911002202854,4283868.829976457,0,0.0
7653910.2182698455,0.13231731013648743,4644886.094444351,0,0.0
7868448.168103309,0.45578108612025287,2805364.0670268196,0,0.0
7665216.176226508,0.2669601417754049,4276238.0904315235,0,0.0
8030665.016865465,0.15783415757697997,4425126.670072345,0,0.0
7108216.150027789,0.07849821475735731,4971937.375956863,0,0.0
7582660.763033591,0.23917649796697582,4481163.22029726,0,0.0
5879560.78280201,0.35905308986486334,3651979.781548537,0,0.0
7828884.261843741,0.12778922141710003,4652054.8337855525,0,0.0
7698657.077744445,0.08310723266433898,4785889.33688558,0,0.0
7789131.295107296,0.5501823435431155,3103714.342078927,0,0.0
6838477.614271488,0.22233398712749355,4688662.26964538,0,0.0
8559996.544058148,0.09972148544699877,4894367.062238606,0,0.0
7993178.4866501605,0.25681804271764497,4096757.991972916,0,0.0
8681154.1956282,0.4075143513223136,3510947.732646668,0,0.0
7726305.029734588,0.10722022645715383,4893577.041039992,0,0.0
7550786.595387138,0.08953062614746063,4677067.51233385,0,0.0
8048906.610190709,0.08727963167468945,4997644.553779545,0,0.0
6675107.631143911,0.04307933140218235,4914737.830352583,0,0.0
6750252.714219978,0.08458539492208202,4787598.6592656,0,0.0
7783782.767476811,0.32599103848659255,4856311.8023145525,0,0.0
8608311.003594901,0.16786072733565408,4244201.905945022,0,0.0
8042094.347385031,0.0769193403009269,4979964.38153265,0,0.0
