label,family,cadence,repeated,exit,final_equity,total_return,cagr,max_drawdown_pct,max_drawdown_abs,calmar,sortino,sharpe_like,ulcer_index,cvar_95_daily,time_in_drawdown_pct,avg_invested_pct,deployed_total,n_buys,n_sells,exited_early
lump|maexit200|monthly|rot,lump,monthly,True,maexit200,4819422.59,-0.518058,-0.336132,0.601125,6220352.09,-0.5592,-0.5953,-0.9885,44.6834,0.064653,0.98,0.4432,10000000.0,1,1,True
lump|maexit200b|monthly|1shot,lump,monthly,False,maexit200b,4819422.59,-0.518058,-0.336132,0.601125,6220352.09,-0.5592,-0.5953,-0.9885,44.6834,0.064653,0.98,0.4432,10000000.0,1,1,True
lump|maexit200b|monthly|rot,lump,monthly,True,maexit200b,4819422.59,-0.518058,-0.336132,0.601125,6220352.09,-0.5592,-0.5953,-0.9885,44.6834,0.064653,0.98,0.4432,10000000.0,1,1,True
dca24|hold|monthly|1shot,dca,monthly,False,hold,4609544.66,-0.539046,-0.352516,0.62956,6322420.89,-0.5599,-0.9358,-0.9826,28.7038,0.064823,0.9755,0.3881,9166666.67,22,0,False
dca24|tp50|monthly|1shot,dca,monthly,False,tp50,4609544.66,-0.539046,-0.352516,0.62956,6322420.89,-0.5599,-0.9358,-0.9826,28.7038,0.064823,0.9755,0.3881,9166666.67,22,0,False
dca24|tp50|monthly|rot,dca,monthly,True,tp50,4609544.66,-0.539046,-0.352516,0.62956,6322420.89,-0.5599,-0.9358,-0.9826,28.7038,0.064823,0.9755,0.3881,9166666.67,22,0,False
dca24|tp100|monthly|1shot,dca,monthly,False,tp100,4609544.66,-0.539046,-0.352516,0.62956,6322420.89,-0.5599,-0.9358,-0.9826,28.7038,0.064823,0.9755,0.3881,9166666.67,22,0,False
dca24|tp100|monthly|rot,dca,monthly,True,tp100,4609544.66,-0.539046,-0.352516,0.62956,6322420.89,-0.5599,-0.9358,-0.9826,28.7038,0.064823,0.9755,0.3881,9166666.67,22,0,False
dipA|trail25|monthly|1shot,dip,monthly,False,trail25,7386547.72,-0.261345,-0.156348,0.276175,2818333.65,-0.5661,-0.6074,-1.4834,22.7224,0.022581,0.8953,0.1021,10000000.0,3,1,True
dipA|trail25|monthly|rot,dip,monthly,True,trail25,7386547.72,-0.261345,-0.156348,0.276175,2818333.65,-0.5661,-0.6074,-1.4834,22.7224,0.022581,0.8953,0.1021,10000000.0,3,1,True
dca24|trail15|monthly|1shot,dca,monthly,False,trail15,8522919.58,-0.147708,-0.085796,0.151324,1519690.38,-0.567,-0.6505,-1.1345,12.2366,0.014761,0.9755,0.0747,4166666.67,10,1,True
dca24|trail15|monthly|rot,dca,monthly,True,trail15,8522919.58,-0.147708,-0.085796,0.151324,1519690.38,-0.567,-0.6505,-1.1345,12.2366,0.014761,0.9755,0.0747,4166666.67,10,1,True
dipB|trail35|monthly|1shot,dip,monthly,False,trail35,6729415.09,-0.327058,-0.199331,0.351536,3648053.94,-0.567,-0.4523,-0.927,27.5594,0.039878,0.8419,0.1473,10000000.0,3,1,True
dipB|trail35|monthly|rot,dip,monthly,True,trail35,6729415.09,-0.327058,-0.199331,0.351536,3648053.94,-0.567,-0.4523,-0.927,27.5594,0.039878,0.8419,0.1473,10000000.0,3,1,True
trend100|trail15|monthly|1shot,trend,monthly,False,trail15,8444514.66,-0.155549,-0.090526,0.159456,1601968.93,-0.5677,-0.8204,-1.1814,11.5472,0.014151,0.9755,0.1063,5909090.91,6,1,True
trend100|trail15|monthly|rot,trend,monthly,True,trail15,8444514.66,-0.155549,-0.090526,0.159456,1601968.93,-0.5677,-0.8204,-1.1814,11.5472,0.014151,0.9755,0.1063,5909090.91,6,1,True
